state	year	county	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	cd	ld	sd
"MT"	2006	"Richland"	"7a"	52	44	96	41	54	95				57	36	93	1	36	18
"MT"	2006	"Richland"	"12a"	5	20	25	3	23	26				7	18	25	1	36	18
"MT"	2006	"Richland"	"17"	33	62	95	24	75	99				50	46	96	1	36	18
"MT"	2006	"Richland"	"19"	44	90	134	22	112	134				56	72	128	1	36	18
"MT"	2006	"Richland"	"1"	69	130	199	57	140	197					165	165	1	37	19
"MT"	2006	"Richland"	"2"	112	179	291	83	209	292					258	258	1	37	19
"MT"	2006	"Richland"	"3"	156	187	343	118	229	347					287	287	1	37	19
"MT"	2006	"Richland"	"4"	93	160	253	64	191	255					230	230	1	37	19
"MT"	2006	"Richland"	"5"	110	157	267	77	195	272					211	211	1	37	19
"MT"	2006	"Richland"	"7b"	40	49	89	30	59	89					75	75	1	37	19
"MT"	2006	"Richland"	"8"	179	369	548	113	449	562					497	497	1	37	19
"MT"	2006	"Richland"	"9"	63	138	201	50	154	204					185	185	1	37	19
"MT"	2006	"Richland"	"12b"	148	218	366	106	266	372					312	312	1	37	19
"MT"	2006	"Richland"	"22"	109	250	359	82	276	358					238	238	1	37	19
"MT"	2006	"Richland"	"23"	146	335	481	119	368	487					444	444	1	37	19
"MT"	2006	"Roosevelt"	"15"	185	36	221	154	54	208				185		185	1	31	16
"MT"	2006	"Roosevelt"	"16"	173	48	221	156	58	214				194		194	1	31	16
"MT"	2006	"Roosevelt"	"18"	495	238	733	480	232	712				639		639	1	31	16
"MT"	2006	"Roosevelt"	"22"	73	83	156	61	94	155				118		118	1	31	16
"MT"	2006	"Roosevelt"	"24"	310	127	437	273	166	439				370		370	1	31	16
"MT"	2006	"Roosevelt"	"26"	265	298	563	205	344	549				400		400	1	31	16
"MT"	2006	"Roosevelt"	"27"	261	88	349	227	102	329				296		296	1	31	16
"MT"	2006	"Roosevelt"	"2"	63	104	167	55	112	167				76	87	163	1	36	18
"MT"	2006	"Roosevelt"	"10"	87	102	189	75	111	186				117	68	185	1	36	18
"MT"	2006	"Roosevelt"	"12"	183	258	441	126	312	438				251	184	435	1	36	18
"MT"	2006	"Roosevelt"	"17"	40	67	107	21	85	106				45	60	105	1	36	18
"MT"	2006	"Roosevelt"	"20"	28	29	57	20	33	53				27	29	56	1	36	18
"MT"	2006	"Roosevelt"	"28"	55	103	158	48	109	157				60	98	158	1	36	18
"MT"	2006	"Rosebud"	"7"	17	40	57	14	44	58				30	27	57	1	41	21
"MT"	2006	"Rosebud"	"15"	487	61	548	441	100	541				490	61	551	1	41	21
"MT"	2006	"Rosebud"	"17"	196	92	288	174	115	289				198	103	301	1	41	21
"MT"	2006	"Rosebud"	"30"	29	26	55	28	30	58				30	26	56	1	41	21
"MT"	2006	"Rosebud"	"3"	206	212	418	192	237	429				202	204	406	1	43	22
"MT"	2006	"Rosebud"	"6"	244	152	396	227	182	409				202	182	384	1	43	22
"MT"	2006	"Rosebud"	"11"	22	50	72	15	58	73				21	51	72	1	43	22
"MT"	2006	"Rosebud"	"21"	41	69	110	33	78	111				37	69	106	1	43	22
"MT"	2006	"Rosebud"	"32"	545	427	972	535	470	1005				374	626	1000	1	43	22
"MT"	2006	"Rosebud"	"10"	46	101	147	42	111	153	46	96	142	42	97	139	1	45	23
"MT"	2006	"Rosebud"	"20"	61	146	207	52	152	204	60	138	198	48	144	192	1	45	23
"MT"	2006	"Rosebud"	"26"	13	56	69	9	61	70	4	61	65	8	60	68	1	45	23
"MT"	2006	"Sanders"	"1"	105	121	226	98	126	224				98	125	223	1	13	7
"MT"	2006	"Sanders"	"2"	129	171	300	108	187	295				128	169	297	1	13	7
"MT"	2006	"Sanders"	"3"	203	307	510	160	348	508				205	316	521	1	13	7
"MT"	2006	"Sanders"	"4"	52	86	138	41	94	135				56	86	142	1	13	7
"MT"	2006	"Sanders"	"5"	667	757	1424	466	965	1431				571	890	1461	1	13	7
"MT"	2006	"Sanders"	"6"	550	723	1273	351	935	1286				591	669	1260	1	13	7
"MT"	2006	"Sanders"	"7"	274	215	489	189	310	499				213	198	411	1	13	7
"MT"	2006	"Sanders"	"8"	0	0	0	0	0	0				6	9	15	1	13	7
"MT"	2006	"Sanders"	"8"	73	100	173	54	117	171				53	104	157	1	14	7
"MT"	2006	"Sanders"	"9"	22	34	56	14	44	58				21	29	50	1	14	7
"MT"	2006	"Sanders"	"10"	93	67	160	91	72	163				97	64	161	1	14	7
"MT"	2006	"Sheridan"	"1"	106	83	189	63	132	195				113	79	192	1	36	18
"MT"	2006	"Sheridan"	"2"	209	186	395	154	246	400				232	167	399	1	36	18
"MT"	2006	"Sheridan"	"3"	205	169	374	156	222	378				218	163	381	1	36	18
"MT"	2006	"Sheridan"	"4"	262	249	511	199	305	504				298	209	507	1	36	18
"MT"	2006	"Sheridan"	"5"	105	120	225	79	151	230				127	105	232	1	36	18
"MT"	2006	"Sheridan"	"6"	102	80	182	74	111	185				115	67	182	1	36	18
"MT"	2006	"Silver Bow"	"16E&W"	484	195	679	400	276	676				550		550	1	73	37
"MT"	2006	"Silver Bow"	"19N&S"	324	123	447	250	197	447				344		344	1	73	37
"MT"	2006	"Silver Bow"	"22C"	385	136	521	324	205	529				415		415	1	73	37
"MT"	2006	"Silver Bow"	"23N&S"	383	123	506	302	212	514				421		421	1	73	37
"MT"	2006	"Silver Bow"	"24N&S"	517	187	704	429	273	702				568		568	1	73	37
"MT"	2006	"Silver Bow"	"26E&W"	89	69	158	77	81	158				117		117	1	73	37
"MT"	2006	"Silver Bow"	"27S"	200	117	317	160	163	323				249		249	1	73	37
"MT"	2006	"Silver Bow"	"28C"	47	47	94	30	64	94				64		64	1	73	37
"MT"	2006	"Silver Bow"	"29C"	24	29	53	18	35	53				38		38	1	73	37
"MT"	2006	"Silver Bow"	"5C"	445	183	628	363	277	640				543		543	1	74	37
"MT"	2006	"Silver Bow"	"6C"	396	171	567	321	251	572				474		474	1	74	37
"MT"	2006	"Silver Bow"	"7N&S"	363	236	599	294	311	605				489		489	1	74	37
"MT"	2006	"Silver Bow"	"8E&W"	638	520	1158	535	626	1161				864		864	1	74	37
"MT"	2006	"Silver Bow"	"9E&W"	528	449	977	439	549	988				735		735	1	74	37
"MT"	2006	"Silver Bow"	"20N&S"	242	127	369	210	168	378				287		287	1	74	37
"MT"	2006	"Silver Bow"	"1C"	381	112	493	333	164	497				438		438	1	75	38
"MT"	2006	"Silver Bow"	"2C"	463	211	674	401	284	685				562		562	1	75	38
"MT"	2006	"Silver Bow"	"3C"	481	230	711	409	312	721				592		592	1	75	38
"MT"	2006	"Silver Bow"	"4C"	404	213	617	327	289	616				517		517	1	75	38
"MT"	2006	"Silver Bow"	"9N"	161	141	302	145	154	299				235		235	1	75	38
"MT"	2006	"Silver Bow"	"18C"	254	69	323	227	98	325				279		279	1	75	38
"MT"	2006	"Silver Bow"	"21N"	323	106	429	283	153	436				383		383	1	73	37
"MT"	2006	"Silver Bow"	"10E N&S"	230	54	284	196	89	285				252	35	287	1	73	37
"MT"	2006	"Silver Bow"	"11C"	331	109	440	292	151	443				360	73	433	1	73	37
"MT"	2006	"Silver Bow"	"12C"	229	42	271	211	68	279				245	26	271	1	76	38
"MT"	2006	"Silver Bow"	"13N&S"	317	115	432	275	148	423				356	68	424	1	76	38
"MT"	2006	"Silver Bow"	"14C"	275	65	340	246	99	345				290	52	342	1	76	38
"MT"	2006	"Silver Bow"	"15N&S"	367	130	497	305	184	489				393	91	484	1	76	38
"MT"	2006	"Silver Bow"	"17C"	247	94	341	214	130	344				268	74	342	1	73	37
"MT"	2006	"Silver Bow"	"25C"	52	29	81	43	35	78				51	28	79	1	76	38
"MT"	2006	"Silver Bow"	"27N"	24	30	54	17	37	54				26	29	55	1	76	38
"MT"	2006	"Still Water"	"1"	596	859	1455	440	1048	1488	440	1020	1460		1182	1182	1	60	30
"MT"	2006	"Still Water"	"2"	420	515	935	337	619	956	288	677	965		768	768	1	60	30
"MT"	2006	"Still Water"	"4"	53	109	162	42	127	169	39	126	165		145	145	1	60	30
"MT"	2006	"Still Water"	"7"	26	72	98	19	80	99	15	82	97		80	80	1	60	30
"MT"	2006	"Still Water"	"9"	39	94	133	33	108	141	35	105	140		111	111	1	60	30
"MT"	2006	"Still Water"	"10"	70	80	150	53	99	152	53	97	150		131	131	1	60	30
"MT"	2006	"Still Water"	"11"	76	96	172	58	117	175	67	110	177		140	140	1	60	30
"MT"	2006	"Still Water"	"13"	276	437	713	214	514	728	238	499	737		608	608	1	60	30
"MT"	2006	"Sweet Grass"	"5"	99	249	348	73	279	352	70	281	351		305	305	1	60	30
"MT"	2006	"Sweet Grass"	"1"	135	219	354	112	251	363	100	251	351	168	186	354	1	61	31
"MT"	2006	"Sweet Grass"	"2"	146	217	363	112	265	377	107	268	375	180	193	373	1	61	31
"MT"	2006	"Sweet Grass"	"3"	119	278	397	86	319	405	79	319	398	127	269	396	1	61	31
"MT"	2006	"Sweet Grass"	"4"	66	161	227	50	191	241	60	181	241	68	171	239	1	61	31
"MT"	2006	"Teton"	"1"	572	732	1304	393	904	1297				427	895	1322	1	17	9
"MT"	2006	"Teton"	"6"	136	167	303	95	211	306				111	185	296	1	17	9
"MT"	2006	"Teton"	"7"	367	545	912	264	638	902				309	585	894	1	17	9
"MT"	2006	"Teton"	"11"	56	109	165	38	128	166				40	127	167	1	17	9
"MT"	2006	"Teton"	"17"	125	207	332	90	247	337				100	223	323	1	17	9
"MT"	2006	"Toole"	"KE1"	27	37	64	20	43	63	31	17	48	48		48	1	16	8
"MT"	2006	"Toole"	"KE3"	16	44	60	6	58	64	20	29	49	33		33	1	16	8
"MT"	2006	"Toole"	"SU1"	78	92	170	47	122	169	88	35	123	118		118	1	16	8
"MT"	2006	"Toole"	"SU3"	19	41	60	15	47	62	33	19	52	48		48	1	16	8
"MT"	2006	"Toole"	"DG4"	28	28	56	17	40	57	8	48	56		41	41	1	27	14
"MT"	2006	"Toole"	"SH6"	39	65	104	28	74	102	23	82	105		77	77	1	27	14
"MT"	2006	"Toole"	"SH1"	443	675	1118	320	838	1158	274	896	1170	347	821	1168	1	28	14
"MT"	2006	"Toole"	"DG4"	42	72	114	25	86	111	35	77	112	33	81	114	1	28	14
"MT"	2006	"Toole"	"SH6"	17	43	60	15	47	62	12	51	63	12	50	62	1	28	14
"MT"	2006	"Toole"	"SU3"	50	98	148	35	118	153	39	113	152	36	117	153	1	28	14
"MT"	2006	"Treasure"	"3"	12	27	39	14	26	40				6	29	35	1	43	22
"MT"	2006	"Treasure"	"4"	144	205	349	151	207	358				137	192	329	1	43	22
"MT"	2006	"Treasure"	"6"	6	28	34	8	25	33				7	25	32	1	43	22
"MT"	2006	"Valley"	"5"	166	142	308	124	187	311				231		231	1	31	16
"MT"	2006	"Valley"	"11"	110	19	129	93	35	128				114		114	1	35	18
"MT"	2006	"Valley"	"7"	124	242	366	85	278	363				221		221	1	32	16
"MT"	2006	"Valley"	"1"	265	361	626	191	433	624					452	452	1	35	18
"MT"	2006	"Valley"	"2"	176	180	356	130	229	359					246	246	1	35	18
"MT"	2006	"Valley"	"3"	248	239	487	181	307	488					356	356	1	35	18
"MT"	2006	"Valley"	"4"	130	132	262	96	168	264					176	176	1	35	18
"MT"	2006	"Valley"	"6"	190	329	519	139	385	524					399	399	1	35	18
"MT"	2006	"Valley"	"8"	60	112	172	51	127	178					147	147	1	35	18
"MT"	2006	"Valley"	"9"	81	137	218	56	167	223					141	141	1	35	18
"MT"	2006	"Valley"	"10"	10	94	104	4	100	104					76	76	1	35	18
"MT"	2006	"Wheatland"	"1"	24	45	69	16	52	68	15	51	66	14	53	67	1	83	42
"MT"	2006	"Wheatland"	"2"	158	201	359	118	255	373	114	236	350	84	278	362	1	83	42
"MT"	2006	"Wheatland"	"3"	16	51	67	13	56	69	14	50	64	9	60	69	1	83	42
"MT"	2006	"Wheatland"	"4"	36	76	112	27	83	110	23	81	104	17	97	114	1	83	42
"MT"	2006	"Wheatland"	"9"	96	130	226	56	172	228	61	157	218	48	178	226	1	83	42
"MT"	2006	"Wibaux"	"1"	165	317	482	109	365	474				211	262	473	1	38	19
"MT"	2006	"Yellowstone"	"1"	57	110	167	54	113	167				93		93	1	42	21
"MT"	2006	"Yellowstone"	"2"	166	218	384	169	223	392				220	153	373	1	43	22
"MT"	2006	"Yellowstone"	"3"	516	617	1133	561	593	1154				675	426	1101	1	43	22
"MT"	2006	"Yellowstone"	"4"	40	129	169	48	121	169				46	110	156	1	43	22
"MT"	2006	"Yellowstone"	"5"	307	392	699	245	451	696				268	428	696	1	44	22
"MT"	2006	"Yellowstone"	"6"	1338	1291	2629	1107	1565	2672				1241	1434	2675	1	44	22
"MT"	2006	"Yellowstone"	"7"	79	143	222	74	148	222				63	163	226	1	44	22
"MT"	2006	"Yellowstone"	"8"	469	618	1087	420	701	1121	360	720	1080	375	685	1060	1	45	23
"MT"	2006	"Yellowstone"	"9"	125	174	299	110	196	306	110	189	299	116	178	294	1	46	23
"MT"	2006	"Yellowstone"	"10"	196	265	461	176	293	469	166	288	454	169	287	456	1	46	23
"MT"	2006	"Yellowstone"	"11"	442	669	1111	376	757	1133	370	732	1102	362	753	1115	1	46	23
"MT"	2006	"Yellowstone"	"12"	94	197	291	92	204	296	84	201	285	85	194	279	1	46	23
"MT"	2006	"Yellowstone"	"13"	386	553	939	316	630	946	296	592	888	305	602	907	1	46	23
"MT"	2006	"Yellowstone"	"14"	341	644	985	266	723	989	255	692	947	260	706	966	1	46	23
"MT"	2006	"Yellowstone"	"15"	135	197	332	111	223	334	108	229	337	111	222	333	1	46	23
"MT"	2006	"Yellowstone"	"16"	199	250	449	173	284	457	166	266	432	174	264	438	1	46	23
"MT"	2006	"Yellowstone"	"17"	121	150	271	112	165	277	111	157	268	114	156	270	1	46	23
"MT"	2006	"Yellowstone"	"18"	1053	1263	2316	867	1474	2341				792	1511	2303	1	47	24
"MT"	2006	"Yellowstone"	"19"	729	791	1520	589	953	1542				505	1016	1521	1	47	24
"MT"	2006	"Yellowstone"	"20"	224	295	519	170	357	527				152	366	518	1	47	24
"MT"	2006	"Yellowstone"	"21"	1059	962	2021	899	1142	2041				1149	882	2031	1	48	24
"MT"	2006	"Yellowstone"	"22"	427	430	857	370	502	872				494	376	870	1	48	24
"MT"	2006	"Yellowstone"	"23"	262	304	566	208	356	564				295	273	568	1	48	24
"MT"	2006	"Yellowstone"	"24"	609	361	970	502	473	975	539	453	992	576	401	977	1	49	25
"MT"	2006	"Yellowstone"	"25"	697	466	1163	606	558	1164	618	552	1170	716	428	1144	1	49	25
"MT"	2006	"Yellowstone"	"26"	487	450	937	399	546	945	441	504	945	502	437	939	1	49	25
"MT"	2006	"Yellowstone"	"27"	775	629	1404	638	774	1412	690	735	1425	529	847	1376	1	50	25
"MT"	2006	"Yellowstone"	"28"	676	642	1318	571	752	1323	620	712	1332	469	830	1299	1	50	25
"MT"	2006	"Yellowstone"	"29"	281	235	516	218	307	525	250	266	516	201	310	511	1	50	25
"MT"	2006	"Yellowstone"	"30"	419	400	819	349	485	834	381	455	836	309	512	821	1	50	25
"MT"	2006	"Yellowstone"	"31"	524	388	912	439	494	933				486	420	906	1	51	26
"MT"	2006	"Yellowstone"	"32"	754	465	1219	651	576	1227				732	502	1234	1	51	26
"MT"	2006	"Yellowstone"	"33"	123	89	212	109	106	215				122	93	215	1	51	26
"MT"	2006	"Yellowstone"	"34"	272	110	382	233	157	390				278	114	392	1	51	26
"MT"	2006	"Yellowstone"	"35"	430	413	843	354	514	868				455	410	865	1	52	26
"MT"	2006	"Yellowstone"	"36"	438	361	799	358	450	808				470	335	805	1	52	26
"MT"	2006	"Yellowstone"	"37"	352	291	643	308	351	659				417	243	660	1	52	26
"MT"	2006	"Yellowstone"	"38"	421	270	691	353	356	709				459	249	708	1	52	26
"MT"	2006	"Yellowstone"	"39"	286	148	434	259	195	454				317	137	454	1	52	26
"MT"	2006	"Yellowstone"	"40"	294	272	566	246	334	580				172	394	566	1	53	27
"MT"	2006	"Yellowstone"	"41"	405	327	732	329	415	744				272	453	725	1	53	27
"MT"	2006	"Yellowstone"	"42"	453	433	886	385	515	900				282	607	889	1	53	27
"MT"	2006	"Yellowstone"	"43"	193	152	345	151	198	349				129	219	348	1	53	27
"MT"	2006	"Yellowstone"	"44"	229	153	382	207	189	396				157	245	402	1	53	27
"MT"	2006	"Yellowstone"	"45"	161	121	282	147	141	288				117	166	283	1	53	27
"MT"	2006	"Yellowstone"	"46"	499	466	965	393	590	983				487	477	964	1	54	27
"MT"	2006	"Yellowstone"	"47"	111	104	215	90	124	214				113	99	212	1	54	27
"MT"	2006	"Yellowstone"	"48"	544	316	860	463	414	877				565	300	865	1	54	27
"MT"	2006	"Yellowstone"	"49"	392	236	628	344	303	647				404	237	641	1	54	27
"MT"	2006	"Yellowstone"	"50"	264	422	686	224	473	697	146	531	677	264	413	677	1	55	28
"MT"	2006	"Yellowstone"	"51"	524	478	1002	441	592	1033	337	680	1017	468	540	1008	1	55	28
"MT"	2006	"Yellowstone"	"52"	300	342	642	265	383	648	188	446	634	268	376	644	1	55	28
"MT"	2006	"Yellowstone"	"53"	628	626	1254	528	751	1279	397	850	1247	552	692	1244	1	55	28
"MT"	2006	"Yellowstone"	"54"	549	603	1152	427	755	1182	356	796	1152	496	656	1152	1	55	28
"MT"	2006	"Yellowstone"	"55"	534	675	1209	428	784	1212	298	890	1188		961	961	1	56	28
"MT"	2006	"Yellowstone"	"56"	564	544	1108	478	635	1113	330	759	1089		860	860	1	56	28
"MT"	2006	"Yellowstone"	"57"	683	919	1602	546	1069	1615	402	1177	1579		1317	1317	1	56	28
"MT"	2006	"Yellowstone"	"58"	618	752	1370	505	882	1387	387	962	1349		1101	1101	1	56	28
"MT"	2006	"Yellowstone"	"59"	549	702	1251	439	820	1259	484	725	1209	524	676	1200	1	57	29
"MT"	2006	"Yellowstone"	"60"	534	1076	1610	411	1215	1626	472	1122	1594	490	1085	1575	1	57	29
"MT"	2006	"Yellowstone"	"61"	289	457	746	225	531	756	278	470	748	277	454	731	1	57	29
"MT"	2006	"Yellowstone"	"62"	124	184	308	98	209	307	132	174	306	122	178	300	1	57	29
"MT"	2006	"Yellowstone"	"63"	368	544	912	318	602	920	383	531	914	337	556	893	1	57	29
"MT"	2006	"Yellowstone"	"64"	136	181	317	116	209	325	137	184	321	148	176	324	1	57	29
"MT"	2006	"Yellowstone"	"65"	643	798	1441	528	929	1457	571	897	1468	594	869	1463	1	58	29
"MT"	2006	"Yellowstone"	"66"	376	378	754	318	444	762	358	403	761	385	378	763	1	58	29
"MT"	2006	"Yellowstone"	"67"	324	288	612	264	354	618	292	329	621	331	291	622	1	58	29
"MT"	2006	"Yellowstone"	"68"	293	208	501	239	272	511	261	256	517	295	221	516	1	58	29
"MT"	2006	"Yellowstone"	"69"	335	224	559	288	284	572	319	255	574	363	212	575	1	58	29
