state	year	county	precinct	g2006_REG_tv	g2006_GOV_tv	g2006_GOV_rv	g2006_GOV_dv
"GA"	2006	"Houston County"	"PERL"	447	441	162	267
"GA"	2006	"Houston County"	"PPS"	1679	1661	1096	521
"GA"	2006	"Houston County"	"QRUN"	964	960	744	186
"GA"	2006	"Houston County"	"RECR"	208	207	118	82
"GA"	2006	"Houston County"	"ROZR"	906	904	734	144
"GA"	2006	"Houston County"	"RUSS"	919	916	570	312
"GA"	2006	"Houston County"	"TWPK"	912	910	624	262
"GA"	2006	"Houston County"	"WATS"	250	250	141	99
"GA"	2006	"Irwin County"	"Fletcher"	293	160	136	23
"GA"	2006	"Irwin County"	"Holt"	206	98	53	44
"GA"	2006	"Irwin County"	"Irwinville"	542	263	184	71
"GA"	2006	"Irwin County"	"Minnie"	250	129	98	27
"GA"	2006	"Irwin County"	"Mystic"	355	178	121	54
"GA"	2006	"Irwin County"	"Ocilla"	2100	663	303	349
"GA"	2006	"Irwin County"	"Osierfield"	220	70	46	22
"GA"	2006	"Irwin County"	"Roberts"	368	135	82	49
"GA"	2006	"Jackson County"	"Attica"	819	415	288	112
"GA"	2006	"Jackson County"	"Center"	675	309	220	81
"GA"	2006	"Jackson County"	"Cunningham"	478	205	167	26
"GA"	2006	"Jackson County"	"Harrisburg"	1304	583	410	146
"GA"	2006	"Jackson County"	"Hoschton"	797	407	309	73
"GA"	2006	"Jackson County"	"Miller"	1199	521	428	64
"GA"	2006	"Jackson County"	"Newtown"	1617	627	468	128
"GA"	2006	"Jackson County"	"North Jefferson"	2871	1005	785	175
"GA"	2006	"Jackson County"	"North Minish"	1467	566	373	166
"GA"	2006	"Jackson County"	"Porter"	2061	846	692	112
"GA"	2006	"Jackson County"	"Randolph"	2687	1138	926	157
"GA"	2006	"Jackson County"	"Redstone"	1044	443	294	136
"GA"	2006	"Jackson County"	"South Jefferson"	2128	657	455	174
"GA"	2006	"Jackson County"	"South Minish"	2237	1003	675	294
"GA"	2006	"Jackson County"	"Talmo"	676	313	261	47
"GA"	2006	"Jackson County"	"Wilson"	655	341	261	70
"GA"	2006	"Jasper County"	"HILLSBORO"	153	150	97	50
"GA"	2006	"Jasper County"	"MARTIN BURNEY"	505	504	367	107
"GA"	2006	"Jasper County"	"MONTICELLO"	858	848	405	408
"GA"	2006	"Jasper County"	"SHADY DALE"	155	155	86	65
"GA"	2006	"Jasper County"	"SMITH, JORDON LAZENBY"	120	118	91	22
"GA"	2006	"Jasper County"	"THOMPSON BARNES"	356	354	277	59
"GA"	2006	"Jasper County"	"WYATT"	336	335	229	82
"GA"	2006	"Jeff Davis County"	"Altamaha 1"	576	223	159	58
"GA"	2006	"Jeff Davis County"	"Altamaha 2"	934	321	242	72
"GA"	2006	"Jeff Davis County"	"Blackburn 1"	664	167	100	66
"GA"	2006	"Jeff Davis County"	"Blackburn 2"	545	205	137	61
"GA"	2006	"Jeff Davis County"	"Hazlehurst"	1214	314	121	190
"GA"	2006	"Jeff Davis County"	"Ocmulgee 1"	1098	413	262	144
"GA"	2006	"Jeff Davis County"	"Ocmulgee 2"	335	125	57	65
"GA"	2006	"Jeff Davis County"	"Whitehead 1"	773	274	184	87
"GA"	2006	"Jeff Davis County"	"Whitehead 2"	628	281	172	107
"GA"	2006	"Jefferson County"	"Avera"	157	157	104	49
"GA"	2006	"Jefferson County"	"Bartow"	219	216	110	99
"GA"	2006	"Jefferson County"	"Louisville"	1207	1189	528	651
"GA"	2006	"Jefferson County"	"Mathews"	234	233	155	71
"GA"	2006	"Jefferson County"	"Stapleton"	203	201	136	64
"GA"	2006	"Jefferson County"	"Stapleton Crossroads"	191	186	81	100
"GA"	2006	"Jefferson County"	"Wadley"	666	638	227	399
"GA"	2006	"Jefferson County"	"Wrens"	1000	976	543	425
"GA"	2006	"Jenkins County"	"Courthouse"	912	242	112	127
"GA"	2006	"Jenkins County"	"Four Points"	970	348	216	124
"GA"	2006	"Jenkins County"	"Perkins"	895	306	223	78
"GA"	2006	"Jenkins County"	"Primary School"	889	247	91	152
"GA"	2006	"Jenkins County"	"Senior Citizens"	918	311	236	70
"GA"	2006	"Johnson County"	"Adrian"	273	105	60	43
"GA"	2006	"Johnson County"	"Bray"	586	277	204	73
"GA"	2006	"Johnson County"	"Kite"	747	302	181	105
"GA"	2006	"Johnson County"	"Moores Chapel"	441	195	122	65
"GA"	2006	"Johnson County"	"Smith"	429	196	125	61
"GA"	2006	"Johnson County"	"Spann"	309	128	57	69
"GA"	2006	"Johnson County"	"Wrightsville"	1876	474	243	222
"GA"	2006	"Jones County"	"BARRON"	659	308	168	128
"GA"	2006	"Jones County"	"CLINTON"	1507	567	365	170
"GA"	2006	"Jones County"	"DAVIDSON"	1079	487	303	157
"GA"	2006	"Jones County"	"ETHRIDGE"	1308	482	304	167
"GA"	2006	"Jones County"	"FINNEY"	1810	887	641	209
"GA"	2006	"Jones County"	"GRAY"	1580	602	416	167
"GA"	2006	"Jones County"	"HAWKINS"	2078	806	319	455
"GA"	2006	"Jones County"	"POPE"	1279	549	246	281
"GA"	2006	"Jones County"	"ROBERTS"	1836	672	356	290
"GA"	2006	"Jones County"	"SANDERS"	129	64	40	20
"GA"	2006	"Jones County"	"WHITE"	276	143	99	40
"GA"	2006	"Lamar County"	"Barnesville FBC"	539	533	165	358
"GA"	2006	"Lamar County"	"Chappell Mill V. FD"	366	364	250	92
"GA"	2006	"Lamar County"	"L C S C"	965	959	676	239
"GA"	2006	"Lamar County"	"Milner"	1096	1091	789	257
"GA"	2006	"Lamar County"	"Redbone"	242	237	176	58
"GA"	2006	"Lamar County"	"Senior Citzen Bldg"	373	370	194	168
"GA"	2006	"Lanier County"	"Lakeland"	2892	753	389	356
"GA"	2006	"Lanier County"	"Sirmans"	393	115	38	75
"GA"	2006	"Lanier County"	"Stockton"	407	149	95	50
"GA"	2006	"Laurens County"	"Bailey"	939	437	325	103
"GA"	2006	"Laurens County"	"Bethsaida"	2848	1199	822	329
"GA"	2006	"Laurens County"	"Buckeye"	886	317	144	167
"GA"	2006	"Laurens County"	"Burch"	378	144	74	63
"GA"	2006	"Laurens County"	"Burgamy"	740	306	124	178
"GA"	2006	"Laurens County"	"Cadwell"	600	258	156	92
"GA"	2006	"Laurens County"	"Calhoun Park"	4972	1311	410	870
"GA"	2006	"Laurens County"	"Carter"	489	181	133	40
"GA"	2006	"Laurens County"	"Dudley"	849	411	281	123
"GA"	2006	"Laurens County"	"Hampton Mill"	1408	593	406	164
"GA"	2006	"Laurens County"	"Harvard"	346	144	61	82
"GA"	2006	"Laurens County"	"Jackson"	904	304	150	136
"GA"	2006	"Laurens County"	"Lowery"	413	171	97	62
"GA"	2006	"Laurens County"	"Oconee"	442	159	110	46
"GA"	2006	"Laurens County"	"Pine Forest"	3330	1336	874	393
"GA"	2006	"Laurens County"	"Pinetucky"	1128	357	212	135
"GA"	2006	"Laurens County"	"Reedy Springs"	601	263	179	79
"GA"	2006	"Laurens County"	"Rockledge"	299	126	93	28
"GA"	2006	"Laurens County"	"Smith"	2793	769	347	395
"GA"	2006	"Laurens County"	"West Laurens"	1713	562	308	237
"GA"	2006	"Lee County"	"Byne"	458	204	141	62
"GA"	2006	"Lee County"	"CJC"	436	189	125	58
"GA"	2006	"Lee County"	"Century"	1724	650	442	191
"GA"	2006	"Lee County"	"Chokee"	409	173	53	117
"GA"	2006	"Lee County"	"Leesburg"	1985	707	441	248
"GA"	2006	"Lee County"	"Living Hope"	853	433	295	126
"GA"	2006	"Lee County"	"Lutheran"	2459	1210	856	342
"GA"	2006	"Lee County"	"Redbone"	3318	1321	831	451
"GA"	2006	"Lee County"	"S. Grace"	1664	651	419	218
"GA"	2006	"Lee County"	"Smithville"	845	277	111	158
"GA"	2006	"Liberty County"	"Button Gwinnett"	106	105	33	67
"GA"	2006	"Liberty County"	"Dorchester"	865	853	393	442
"GA"	2006	"Liberty County"	"Fleming East"	694	691	496	182
"GA"	2006	"Liberty County"	"Fleming West"	184	181	56	120
"GA"	2006	"Liberty County"	"Gum Branch"	497	494	317	160
"GA"	2006	"Liberty County"	"Hinesville"	546	542	325	206
"GA"	2006	"Liberty County"	"Hinesville Lodge #271"	458	453	183	262
"GA"	2006	"Liberty County"	"Lewis Frasier"	716	705	367	320
"GA"	2006	"Liberty County"	"Liberty County Pre-K Gym"	458	452	162	280
"GA"	2006	"Liberty County"	"Lyman Hall"	563	559	182	366
"GA"	2006	"Liberty County"	"Riceboro"	399	387	100	276
"GA"	2006	"Liberty County"	"Town of Allenhurst"	450	448	158	272
"GA"	2006	"Liberty County"	"Walthourville"	416	414	153	250
"GA"	2006	"Lincoln County"	"Bethany Church"	153	151	121	27
"GA"	2006	"Lincoln County"	"Faith Temple of Lincolnton"	152	149	89	57
"GA"	2006	"Lincoln County"	"Lincoln Center"	446	440	331	104
"GA"	2006	"Lincoln County"	"Lincoln Club House"	220	217	118	93
"GA"	2006	"Lincoln County"	"Martins Crossroad"	364	362	265	92
"GA"	2006	"Lincoln County"	"Midway"	161	155	95	56
"GA"	2006	"Lincoln County"	"Tabernacle"	284	284	166	116
"GA"	2006	"Long County"	"Beards Creek"	876	287	174	110
"GA"	2006	"Long County"	"North Ludowici"	737	235	137	90
"GA"	2006	"Long County"	"Rye Patch/Oak Dale"	1176	384	253	124
"GA"	2006	"Long County"	"South Ludowici"	512	130	53	72
"GA"	2006	"Long County"	"Tibet"	1150	284	187	93
"GA"	2006	"Lowndes County"	"Airport Church"	359	357	175	176
"GA"	2006	"Lowndes County"	"Azalea City Church"	363	360	123	231
"GA"	2006	"Lowndes County"	"Craig Recreation Center"	326	322	71	239
"GA"	2006	"Lowndes County"	"Dasher City Hall"	683	677	466	195
"GA"	2006	"Lowndes County"	"First Christian Church"	266	264	148	97
"GA"	2006	"Lowndes County"	"Forrest St Church of God"	307	305	123	179
"GA"	2006	"Lowndes County"	"Garden Center Auditorium"	260	259	62	193
"GA"	2006	"Lowndes County"	"Grace Community Chapel"	577	576	309	255
"GA"	2006	"Lowndes County"	"Hahira United Methodist"	415	412	280	125
"GA"	2006	"Lowndes County"	"James H. Rainwater Conference Center"	783	779	410	350
"GA"	2006	"Lowndes County"	"Jaycee Park Activity"	858	852	349	486
"GA"	2006	"Lowndes County"	"Lake Park Civic Center"	379	375	230	127
"GA"	2006	"Lowndes County"	"Lomax Pinevale Gym"	259	254	33	217
"GA"	2006	"Lowndes County"	"Mathis Auditorium"	722	717	426	275
"GA"	2006	"Lowndes County"	"Messiah Lutheran Church"	666	657	405	234
"GA"	2006	"Lowndes County"	"Mildred Hunter Center"	297	293	33	259
"GA"	2006	"Lowndes County"	"Mt. Olive Church"	380	377	247	123
"GA"	2006	"Lowndes County"	"Mt. Pleasant Church"	324	323	227	91
"GA"	2006	"Lowndes County"	"Mt. Zion A.M.E."	421	419	221	188
"GA"	2006	"Lowndes County"	"Mt. Zion Church"	339	333	191	132
"GA"	2006	"Lowndes County"	"Nayor City Hall"	237	232	113	117
"GA"	2006	"Lowndes County"	"Nazarene Church"	279	278	82	190
"GA"	2006	"Lowndes County"	"Newsome St. Church"	329	325	169	145
"GA"	2006	"Lowndes County"	"Papermill Union Hall"	623	614	346	256
"GA"	2006	"Lowndes County"	"Pine Grove Church"	270	269	121	144
"GA"	2006	"Lowndes County"	"Remerton City Hall"	83	83	50	30
"GA"	2006	"Lowndes County"	"S. Lowndes Rec Complex"	543	540	335	192
"GA"	2006	"Lowndes County"	"Senior Citizens Community"	482	478	134	339
"GA"	2006	"Lowndes County"	"Shiloh Fire Station"	461	455	319	125
"GA"	2006	"Lowndes County"	"Smith Hospital"	1185	1176	805	339
"GA"	2006	"Lowndes County"	"Southside Rec Center"	152	150	33	116
"GA"	2006	"Lowndes County"	"Trinity Presbyterian"	979	968	637	318
"GA"	2006	"Lowndes County"	"Water TMT Plant"	753	751	465	268
"GA"	2006	"Lowndes County"	"Westminister Presbyterian"	886	878	657	194
"GA"	2006	"Lumpkin County"	"Auraria"	1697	666	465	158
"GA"	2006	"Lumpkin County"	"Cane Creek"	800	342	232	89
"GA"	2006	"Lumpkin County"	"Chestatee"	254	135	96	35
"GA"	2006	"Lumpkin County"	"Crumby"	456	205	152	42
"GA"	2006	"Lumpkin County"	"Dahlonega City"	1493	532	361	129
"GA"	2006	"Lumpkin County"	"Dahlonega County"	679	232	162	52
"GA"	2006	"Lumpkin County"	"Davis"	899	312	210	87
"GA"	2006	"Lumpkin County"	"Frogtown"	422	175	118	41
"GA"	2006	"Lumpkin County"	"Martins Ford"	1542	583	421	125
"GA"	2006	"Lumpkin County"	"Mill Creek"	854	316	235	63
"GA"	2006	"Lumpkin County"	"Nimblewill"	625	260	188	63
"GA"	2006	"Lumpkin County"	"Porter Springs"	617	263	178	71
"GA"	2006	"Lumpkin County"	"Shoal Creek"	824	361	248	89
"GA"	2006	"Lumpkin County"	"Wahoo"	696	247	182	53
"GA"	2006	"Lumpkin County"	"Yahoola"	499	209	146	54
"GA"	2006	"Macon County"	"Ideal"	1371	361	158	193
"GA"	2006	"Macon County"	"Marshallville"	1415	522	199	313
"GA"	2006	"Macon County"	"Montezuma 4"	1680	374	153	217
"GA"	2006	"Macon County"	"Montezuma 5"	1424	383	98	278
"GA"	2006	"Macon County"	"Oglethorpe"	1446	316	128	181
"GA"	2006	"Madison County"	"Colbert"	2274	776	528	216
"GA"	2006	"Madison County"	"Collins"	508	148	85	56
"GA"	2006	"Madison County"	"Comer"	1055	353	201	129
"GA"	2006	"Madison County"	"Danielsville"	2372	593	426	144
"GA"	2006	"Madison County"	"Fork"	463	175	80	83
"GA"	2006	"Madison County"	"Harrison"	485	196	136	53
"GA"	2006	"Madison County"	"Hull"	2809	867	542	287
"GA"	2006	"Madison County"	"Ila"	1357	438	316	103
"GA"	2006	"Madison County"	"Mill"	1359	449	295	135
"GA"	2006	"Madison County"	"Paoli"	200	80	56	19
"GA"	2006	"Madison County"	"Pittman"	1631	616	429	164
"GA"	2006	"Madison County"	"Poca"	847	306	203	87
"GA"	2006	"Marion County"	"Brantley"	314	148	113	32
"GA"	2006	"Marion County"	"Buena Vista"	1506	463	165	293
"GA"	2006	"Marion County"	"Doyle"	204	89	58	31
"GA"	2006	"Marion County"	"Draneville"	328	144	77	62
"GA"	2006	"Marion County"	"Fort Perry"	641	203	116	79
"GA"	2006	"Marion County"	"Pineknot"	707	258	168	85
"GA"	2006	"Marion County"	"Tazewell"	307	155	100	51
"GA"	2006	"McDuffie County"	"Board of Education"	644	639	489	136
"GA"	2006	"McDuffie County"	"City of Thomson Fire Station #1"	427	418	191	215
"GA"	2006	"McDuffie County"	"Dearing Community Center"	688	687	523	146
"GA"	2006	"McDuffie County"	"Depot"	366	365	135	226
"GA"	2006	"McDuffie County"	"Happy Valley"	154	153	87	61
"GA"	2006	"McDuffie County"	"Marshall Church"	512	509	392	109
"GA"	2006	"McDuffie County"	"Pine Grove"	515	514	445	62
"GA"	2006	"McDuffie County"	"Queen of Angels"	287	285	84	192
"GA"	2006	"McDuffie County"	"Shrine Club"	174	173	105	65
"GA"	2006	"McDuffie County"	"Whiteoak"	303	302	193	108
"GA"	2006	"McIntosh County"	"Crescent"	1672	572	226	331
"GA"	2006	"McIntosh County"	"Darien"	1963	692	353	317
"GA"	2006	"McIntosh County"	"North Darien"	1864	647	424	207
"GA"	2006	"McIntosh County"	"Sapelo Island"	71	31	3	26
"GA"	2006	"McIntosh County"	"South Newport"	1634	648	396	222
"GA"	2006	"McIntosh County"	"Townsend"	484	154	86	66
"GA"	2006	"Meriwether County"	"ALVATON"	441	440	249	174
"GA"	2006	"Meriwether County"	"CHALYBEATE"	169	169	132	33
"GA"	2006	"Meriwether County"	"COVE"	106	105	75	27
"GA"	2006	"Meriwether County"	"DURAND"	219	218	129	79
"GA"	2006	"Meriwether County"	"GAY"	139	137	98	34
"GA"	2006	"Meriwether County"	"GREENVILLE"	580	579	286	281
"GA"	2006	"Meriwether County"	"LONE OAK"	352	349	165	174
"GA"	2006	"Meriwether County"	"LUTHERSVILLE"	706	703	366	312
"GA"	2006	"Meriwether County"	"MANCHESTER GILL l"	600	594	396	168
"GA"	2006	"Meriwether County"	"MANCHESTER GILL ll"	303	301	73	226
"GA"	2006	"Meriwether County"	"ODESSADALE"	94	93	40	49
"GA"	2006	"Meriwether County"	"RALEIGH"	205	202	145	45
"GA"	2006	"Meriwether County"	"WARM SPRINGS"	481	477	287	179
"GA"	2006	"Meriwether County"	"WOODBURY"	491	488	285	191
"GA"	2006	"Miller County"	"Colquitt-Miller"	3578	1071	635	413
"GA"	2006	"Mitchell County"	"Baconton"	865	391	174	212
"GA"	2006	"Mitchell County"	"Branchville"	471	207	127	77
"GA"	2006	"Mitchell County"	"Camilla North"	1419	540	109	424
"GA"	2006	"Mitchell County"	"Camilla South"	2529	900	435	457
"GA"	2006	"Mitchell County"	"Cotton"	290	157	110	40
"GA"	2006	"Mitchell County"	"Hinsonton"	124	75	48	23
"GA"	2006	"Mitchell County"	"Hopeful"	315	172	100	71
"GA"	2006	"Mitchell County"	"Lester"	872	356	225	126
"GA"	2006	"Mitchell County"	"Pebble City"	142	81	58	19
"GA"	2006	"Mitchell County"	"Pelham"	2475	894	406	464
"GA"	2006	"Mitchell County"	"Sale City"	338	168	90	70
"GA"	2006	"Monroe County"	"BENTONS"	1816	866	644	186
"GA"	2006	"Monroe County"	"BRANTLEYS"	596	329	236	81
"GA"	2006	"Monroe County"	"BURGAYS"	1440	769	599	131
"GA"	2006	"Monroe County"	"CABANISS"	479	198	118	75
"GA"	2006	"Monroe County"	"COX"	520	254	174	68
"GA"	2006	"Monroe County"	"CULLODEN"	357	161	88	68
"GA"	2006	"Monroe County"	"DILLARDS"	649	306	229	66
"GA"	2006	"Monroe County"	"EVERS"	1056	483	342	118
"GA"	2006	"Monroe County"	"FORSYTH"	3136	1107	497	583
"GA"	2006	"Monroe County"	"HIGH FALLS"	994	424	302	102
"GA"	2006	"Monroe County"	"KELSEYS"	541	270	122	135
"GA"	2006	"Monroe County"	"MIDDLEBROOKS"	892	383	268	106
"GA"	2006	"Monroe County"	"PROCTORS"	611	236	147	82
"GA"	2006	"Monroe County"	"RUSSELLVILLE"	289	156	108	42
"GA"	2006	"Montgomery County"	"Ailey"	190	187	99	81
"GA"	2006	"Montgomery County"	"Alston"	185	183	130	49
"GA"	2006	"Montgomery County"	"Higgston"	409	406	283	110
"GA"	2006	"Montgomery County"	"Kibbee"	174	168	121	43
"GA"	2006	"Montgomery County"	"Mount Vernon"	495	490	245	234
"GA"	2006	"Montgomery County"	"Tarrytown"	121	121	81	36
"GA"	2006	"Montgomery County"	"Uvalda"	319	312	163	143
"GA"	2006	"Morgan County"	"Apalachee"	173	85	58	25
"GA"	2006	"Morgan County"	"Bethany Springfield"	1094	502	369	115
"GA"	2006	"Morgan County"	"Bostwick"	1383	674	475	162
"GA"	2006	"Morgan County"	"Buckhead"	998	503	352	120
"GA"	2006	"Morgan County"	"Clacks Chapel"	800	355	278	67
"GA"	2006	"Morgan County"	"Madison East"	1443	601	288	294
"GA"	2006	"Morgan County"	"Madison South"	1035	411	302	93
"GA"	2006	"Morgan County"	"Madison West"	495	186	59	123
"GA"	2006	"Morgan County"	"Rutledge"	1262	565	402	135
"GA"	2006	"Morgan County"	"West Morgan"	690	309	247	44
"GA"	2006	"Murray County"	"CARTERS DOOLITTLE"	475	471	319	145
"GA"	2006	"Murray County"	"MCDONALD"	513	510	356	135
"GA"	2006	"Murray County"	"NORTH"	586	580	431	135
"GA"	2006	"Murray County"	"SHUCK PEN"	625	622	467	139
"GA"	2006	"Murray County"	"SOUTHWEST"	661	660	472	178
"GA"	2006	"Murray County"	"SPRING PLACE"	939	930	674	230
"GA"	2006	"Murray County"	"TOWN"	1564	1554	1143	373
"GA"	2006	"Muscogee County"	"Arnold"	1515	622	438	168
"GA"	2006	"Muscogee County"	"Blackmon Rd"	2019	834	499	313
"GA"	2006	"Muscogee County"	"Blanchard"	2552	1135	806	303
"GA"	2006	"Muscogee County"	"Brewer"	1891	537	96	435
"GA"	2006	"Muscogee County"	"Britt David"	2101	801	517	257
"GA"	2006	"Muscogee County"	"Britt@Wynnton"	2038	637	107	518
"GA"	2006	"Muscogee County"	"Carver"	1659	506	95	398
"GA"	2006	"Muscogee County"	"Clubview"	2130	958	685	239
"GA"	2006	"Muscogee County"	"Columbus High"	1273	483	290	181
"GA"	2006	"Muscogee County"	"Dawson"	2407	968	134	822
"GA"	2006	"Muscogee County"	"Eddy"	972	226	89	132
"GA"	2006	"Muscogee County"	"Edgewood"	1368	547	255	282
"GA"	2006	"Muscogee County"	"Edgewood Baptist Ch"	1005	377	181	187
"GA"	2006	"Muscogee County"	"First African"	1391	330	102	215
"GA"	2006	"Muscogee County"	"Forrest Rd"	1986	751	129	618
"GA"	2006	"Muscogee County"	"Fort"	2375	874	147	716
"GA"	2006	"Muscogee County"	"Fox Recreational Ctr"	1539	309	124	170
"GA"	2006	"Muscogee County"	"Gallops"	961	324	186	126
"GA"	2006	"Muscogee County"	"Gentian"	2050	698	411	263
"GA"	2006	"Muscogee County"	"Georgetown"	2479	808	186	616
"GA"	2006	"Muscogee County"	"Hannan"	1079	232	51	177
"GA"	2006	"Muscogee County"	"Hardaway"	1155	487	358	117
"GA"	2006	"Muscogee County"	"Heiferhorn"	1268	618	459	154
"GA"	2006	"Muscogee County"	"Johnson"	2011	638	366	248
"GA"	2006	"Muscogee County"	"Key Elementary"	1935	659	282	371
"GA"	2006	"Muscogee County"	"Liberty"	1298	567	98	465
"GA"	2006	"Muscogee County"	"Mack Rec Ctr"	1707	602	93	501
"GA"	2006	"Muscogee County"	"Mathews"	2682	1300	850	429
"GA"	2006	"Muscogee County"	"Midland Academy"	698	307	195	108
"GA"	2006	"Muscogee County"	"Moon-North Highland"	2739	983	622	338
"GA"	2006	"Muscogee County"	"Morningside"	2246	935	611	301
"GA"	2006	"Muscogee County"	"Muscogee"	2002	437	60	371
"GA"	2006	"Muscogee County"	"North Lumpkin-30th A"	2364	565	111	447
"GA"	2006	"Muscogee County"	"Northside Baptist"	1775	664	392	254
"GA"	2006	"Muscogee County"	"Psalmond Rd Rec Ctr"	1139	527	361	157
"GA"	2006	"Muscogee County"	"Reese Road"	2177	944	614	307
"GA"	2006	"Muscogee County"	"Rothschild"	2390	753	224	518
"GA"	2006	"Muscogee County"	"Spencer High"	2184	457	111	333
"GA"	2006	"Muscogee County"	"St Andrews Presby"	3109	1312	921	369
"GA"	2006	"Muscogee County"	"St John AME"	1918	773	171	592
"GA"	2006	"Muscogee County"	"St Mark UMC"	2481	1130	806	305
"GA"	2006	"Muscogee County"	"St Mary's"	1741	633	89	536
"GA"	2006	"Muscogee County"	"St Mary's UMC"	719	218	42	175
"GA"	2006	"Muscogee County"	"St Stephens"	2913	1136	795	322
"GA"	2006	"Muscogee County"	"Waddell"	2480	689	306	371
"GA"	2006	"Muscogee County"	"Wesley Hts"	1478	518	147	360
"GA"	2006	"Muscogee County"	"Wynnbrook"	2699	1412	1131	262
"GA"	2006	"Muscogee County"	"Wynnton"	1879	747	435	287
"GA"	2006	"Newton County"	"Alcovy"	2383	1031	682	307
"GA"	2006	"Newton County"	"Almon"	3036	1064	454	570
"GA"	2006	"Newton County"	"Beaverdam"	2693	1066	401	643
"GA"	2006	"Newton County"	"Brewers"	1967	769	549	194
"GA"	2006	"Newton County"	"Brick Store"	3442	1571	1199	308
"GA"	2006	"Newton County"	"Buck Creek"	3400	1228	712	470
"GA"	2006	"Newton County"	"Cedar Shoals"	1475	472	244	199
"GA"	2006	"Newton County"	"City Pond"	1115	381	105	272
"GA"	2006	"Newton County"	"Covington Mills"	1719	657	353	276
"GA"	2006	"Newton County"	"Downs"	3510	1405	870	470
"GA"	2006	"Newton County"	"Fairview"	2768	1053	338	683
"GA"	2006	"Newton County"	"Gum Creek"	2745	1130	844	225
"GA"	2006	"Newton County"	"Leguinn"	1286	536	408	103
"GA"	2006	"Newton County"	"Livingston"	2248	769	327	420
"GA"	2006	"Newton County"	"Mansfield"	1012	525	414	90
"GA"	2006	"Newton County"	"Newborn"	564	302	245	45
"GA"	2006	"Newton County"	"Oxford"	1565	728	515	183
"GA"	2006	"Newton County"	"Rocky Plains"	1892	674	403	255
"GA"	2006	"Newton County"	"Stansells"	2205	809	355	430
"GA"	2006	"Newton County"	"Town"	2411	740	227	498
"GA"	2006	"Oconee County"	"Antioch"	938	467	318	112
"GA"	2006	"Oconee County"	"Bishop"	918	463	325	113
"GA"	2006	"Oconee County"	"Bogart"	1429	699	524	148
"GA"	2006	"Oconee County"	"Briarwood"	1589	786	541	199
"GA"	2006	"Oconee County"	"Civic Center"	1145	519	366	124
"GA"	2006	"Oconee County"	"Dark Corner"	1303	644	479	132
"GA"	2006	"Oconee County"	"Eastville"	1974	908	666	198
"GA"	2006	"Oconee County"	"Farmington"	451	262	159	84
"GA"	2006	"Oconee County"	"Flat Rock"	1094	598	380	172
"GA"	2006	"Oconee County"	"Friendship"	1552	737	498	184
"GA"	2006	"Oconee County"	"High Shoals"	901	430	312	90
"GA"	2006	"Oconee County"	"Mars Hill"	1431	675	474	163
"GA"	2006	"Oconee County"	"Watkinsville East"	1838	802	542	214
"GA"	2006	"Oconee County"	"Watkinsville West"	1125	520	331	152
"GA"	2006	"Oglethorpe County"	"Beaverdam"	1387	578	381	164
"GA"	2006	"Oglethorpe County"	"Crawford"	1336	490	255	200
"GA"	2006	"Oglethorpe County"	"Falling Creek"	511	209	133	67
"GA"	2006	"Oglethorpe County"	"Glade"	292	141	78	61
"GA"	2006	"Oglethorpe County"	"Goosepond"	432	170	99	68
"GA"	2006	"Oglethorpe County"	"Grove Creek"	372	152	83	64
"GA"	2006	"Oglethorpe County"	"Lexington"	1440	543	299	216
"GA"	2006	"Oglethorpe County"	"Pleasant Hill"	655	271	184	71
"GA"	2006	"Oglethorpe County"	"Wolfskin"	526	250	146	80
"GA"	2006	"Oglethorpe County"	"Woodstock"	249	106	56	49
"GA"	2006	"Paulding County"	"ALLGOOD ELEMENTARY SCHOOL"	567	567	400	127
"GA"	2006	"Paulding County"	"AUSTIN MIDDLE SCHOOL"	933	932	612	280
"GA"	2006	"Paulding County"	"BAGGETT ELEMENTARY SCHOOL"	833	831	590	209
"GA"	2006	"Paulding County"	"BEULAHLAND BAPTIST CHURCH"	803	802	548	217
"GA"	2006	"Paulding County"	"BURNT HICKORY FIRE STATION"	496	495	369	93
"GA"	2006	"Paulding County"	"C.A. ROBERTS ELEMENTARY SCHOOL"	1110	1110	767	292
"GA"	2006	"Paulding County"	"DALLAS LIBRARY"	637	636	413	195
"GA"	2006	"Paulding County"	"DOBBINS MIDDLE SCHOOL"	1114	1110	586	481
"GA"	2006	"Paulding County"	"EAST PAULDING HIGH SCHOOL"	896	895	688	164
"GA"	2006	"Paulding County"	"EAST PAULDING MIDDLE SCHOOL"	1111	1109	757	295
"GA"	2006	"Paulding County"	"HERSCHEL JONES MIDDLE SCHOOL"	569	569	332	211
"GA"	2006	"Paulding County"	"HIRAM ELEMENTARY SCHOOL"	716	714	479	200
"GA"	2006	"Paulding County"	"HIRAM HIGH SCHOOL"	1351	1347	928	343
"GA"	2006	"Paulding County"	"MCGARITY ELEMENTARY SCHOOL"	925	922	573	313
"GA"	2006	"Paulding County"	"MOSES MIDDLE SCHOOL"	946	945	708	194
"GA"	2006	"Paulding County"	"NEBO ELEMENTARY SCHOOL"	818	816	580	207
"GA"	2006	"Paulding County"	"NEW GEORGIA BAPTIST CHURCH"	308	306	218	76
"GA"	2006	"Paulding County"	"NORTHSIDE ELEMENTARY SCHOOL"	505	501	382	97
"GA"	2006	"Paulding County"	"P.B. RITCH ELEMENTARY SCHOOL"	1625	1623	1179	385
