state	year	county	precinct_code	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_SOS_dv	g2006_SOS_rv	g2006_SOS_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv
"ND"	2006	"Ransom"	"24_1"	145	53	198	149	51	200	100	95	195	71	128	199
"ND"	2006	"Ransom"	"24_2"	352	71	423	341	88	429	283	140	423	186	240	426
"ND"	2006	"Ransom"	"24_3"												
"ND"	2006	"Ransom"	"24_4"	173	31	204	172	35	207	115	92	207	76	130	206
"ND"	2006	"Ransom"	"24_6(06)"	652	176	828	644	191	835	482	336	818	316	512	828
"ND"	2006	"Ransom"	"26_3(06)"	120	43	163	116	46	162	81	82	163	58	105	163
"ND"	2006	"Ransom"	"26_5"	227	43	270	214	59	273	161	99	260	104	162	266
"ND"	2006	"Ransom"	"26_6"												
"ND"	2006	"Renville"	"6_1"	166	42	208	159	53	212	95	111	206	79	132	211
"ND"	2006	"Renville"	"6_2"	78	24	102	72	33	105	63	42	105	48	58	106
"ND"	2006	"Renville"	"6_3"	374	117	491	347	147	494	259	230	489	197	298	495
"ND"	2006	"Renville"	"6_4"	55	9	64	55	11	66	45	20	65	32	33	65
"ND"	2006	"Renville"	"6_5"	150	59	209	140	75	215	105	108	213	75	137	212
"ND"	2006	"Richland"	"25_37"	102	80	182	92	94	186	71	115	186	57	130	187
"ND"	2006	"Richland"	"25_38"	94	48	142	83	62	145	70	71	141	52	91	143
"ND"	2006	"Richland"	"25_39"	114	81	195	104	91	195	68	131	199	47	152	199
"ND"	2006	"Richland"	"25_41"	127	41	168	121	49	170	97	72	169	64	103	167
"ND"	2006	"Richland"	"25_46"	137	56	193	137	56	193	103	90	193	73	120	193
"ND"	2006	"Richland"	"25_48"	320	138	458	308	155	463	219	230	449	166	290	456
"ND"	2006	"Richland"	"25_49"	96	45	141	87	57	144	65	79	144	48	96	144
"ND"	2006	"Richland"	"25_51"	522	137	659	502	162	664	334	311	645	224	431	655
"ND"	2006	"Richland"	"25_52"	575	233	808	558	260	818	372	431	803	248	565	813
"ND"	2006	"Richland"	"25_53"	363	168	531	335	200	535	218	308	526	132	397	529
"ND"	2006	"Richland"	"25_54"	458	178	636	429	211	640	268	354	622	175	454	629
"ND"	2006	"Richland"	"26_37"	43	29	72	40	33	73	35	37	72	20	52	72
"ND"	2006	"Richland"	"26_38"	47	31	78	44	36	80	29	47	76	15	64	79
"ND"	2006	"Richland"	"26_42"	81	31	112	74	39	113	61	52	113	44	70	114
"ND"	2006	"Richland"	"26_43"	76	36	112	72	38	110	48	61	109	30	80	110
"ND"	2006	"Richland"	"26_45"	282	118	400	273	128	401	204	195	399	152	249	401
"ND"	2006	"Richland"	"26_47"	302	114	416	291	131	422	225	189	414	173	236	409
"ND"	2006	"Richland"	"26_48"	66	27	93	68	26	94	43	49	92	27	67	94
"ND"	2006	"Rolette"	"9_1"	458	129	587	432	159	591	317	262	579	200	382	582
"ND"	2006	"Rolette"	"9_2"	289	48	337	290	61	351	227	113	340	194	150	344
"ND"	2006	"Rolette"	"9_3"	1314	41	1355	1305	68	1373	1203	143	1346	1085	265	1350
"ND"	2006	"Rolette"	"9_4"	796	48	844	783	86	869	668	166	834	585	257	842
"ND"	2006	"Rolette"	"9_5"	387	111	498	370	137	507	291	196	487	204	290	494
"ND"	2006	"Sargent"	"26_1"	337	93	430	324	113	437	257	171	428	175	255	430
"ND"	2006	"Sargent"	"26_2"	260	69	329	261	75	336	191	140	331	132	201	333
"ND"	2006	"Sargent"	"26_3"	177	49	226	170	57	227	128	95	223	93	130	223
"ND"	2006	"Sargent"	"26_4"	365	108	473	366	114	480	288	182	470	222	249	471
"ND"	2006	"Sargent"	"26_5"	180	42	222	172	55	227	134	83	217	105	116	221
"ND"	2006	"Sheridan"	"7_1"	91	50	141	83	59	142	55	83	138	32	108	140
"ND"	2006	"Sheridan"	"7_2"	50	22	72	46	26	72	32	40	72	16	56	72
"ND"	2006	"Sheridan"	"7_3"	68	32	100	61	41	102	44	55	99	28	72	100
"ND"	2006	"Sheridan"	"7_4"	43	9	52	30	27	57	19	37	56	15	41	56
"ND"	2006	"Sheridan"	"14_5"	140	155	295	123	182	305	98	213	311	72	239	311
"ND"	2006	"Sheridan"	"14_6"	75	41	116	69	49	118	43	75	118	28	92	120
"ND"	2006	"Sioux"	"31_1"	142	18	160	136	24	160	110	46	156	76	81	157
"ND"	2006	"Sioux"	"31_2"	44	11	55	40	17	57	33	24	57	22	33	55
"ND"	2006	"Sioux"	"31_3"	115	12	127	117	11	128	97	27	124	68	56	124
"ND"	2006	"Sioux"	"31_4"	94	7	101	94	11	105	85	18	103	70	34	104
"ND"	2006	"Sioux"	"31_5"	80	4	84	79	7	86	70	15	85	54	31	85
"ND"	2006	"Sioux"	"31_6"	58	3	61	56	5	61	47	12	59	31	28	59
"ND"	2006	"Sioux"	"31_7(04)"												
"ND"	2006	"Sioux"	"31_8"	159	62	221	158	66	224	122	98	220	77	143	220
"ND"	2006	"Sioux"	"31_9(04)"												
"ND"	2006	"Slope"	"39_1"	74	46	120	68	56	124	45	72	117	26	95	121
"ND"	2006	"Slope"	"39_2"	70	38	108	69	44	113	40	68	108	35	73	108
"ND"	2006	"Slope"	"39_3"	103	49	152	96	58	154	58	91	149	41	106	147
"ND"	2006	"Slope"	"39_4(04)"												
"ND"	2006	"Slope"	"39_5(04)"												
"ND"	2006	"Slope"	"39_6(04)"												
"ND"	2006	"Stark"	"36_7"	416	138	554	385	177	562	283	272	555	148	407	555
"ND"	2006	"Stark"	"36_8"	240	128	368	204	169	373	152	220	372	93	279	372
"ND"	2006	"Stark"	"36_9"	98	70	168	91	80	171	55	112	167	33	136	169
"ND"	2006	"Stark"	"36_10"	118	45	163	107	59	166	83	80	163	57	100	157
"ND"	2006	"Stark"	"36_11"	452	246	698	417	289	706	294	411	705	184	516	700
"ND"	2006	"Stark"	"36_12"	257	90	347	241	109	350	195	157	352	117	229	346
"ND"	2006	"Stark"	"36_13"	184	112	296	169	140	309	120	186	306	79	231	310
"ND"	2006	"Stark"	"37_1"	581	260	841	545	307	852	339	497	836	232	605	837
"ND"	2006	"Stark"	"37_2"	447	223	670	418	256	674	236	433	669	138	532	670
"ND"	2006	"Stark"	"37_3"	551	256	807	517	298	815	376	426	802	257	548	805
"ND"	2006	"Stark"	"37_4"	815	321	1136	768	376	1144	469	670	1139	306	826	1132
"ND"	2006	"Stark"	"37_5"	555	195	750	521	242	763	349	410	759	220	540	760
"ND"	2006	"Stark"	"37_6"	179	53	232	167	73	240	116	120	236	77	161	238
"ND"	2006	"Steele"	"20_3"	166	51	217	149	68	217	104	109	213	97	118	215
"ND"	2006	"Steele"	"20_4"	234	60	294	214	79	293	170	119	289	155	133	288
"ND"	2006	"Steele"	"20_5"	41	12	53	33	19	52	34	18	52	35	17	52
"ND"	2006	"Steele"	"23_1"	140	29	169	136	32	168	113	53	166	95	73	168
"ND"	2006	"Steele"	"23_2"	245	61	306	230	77	307	169	127	296	145	155	300
"ND"	2006	"Stutsman"	"12_1(04)"												
"ND"	2006	"Stutsman"	"12_2(04)"												
"ND"	2006	"Stutsman"	"12_3(04)"												
"ND"	2006	"Stutsman"	"12_5(04)"												
"ND"	2006	"Stutsman"	"12_6(04)"												
"ND"	2006	"Stutsman"	"12_91"	575	310	885	582	309	891	386	488	874	243	635	878
"ND"	2006	"Stutsman"	"12_92"	649	287	936	636	313	949	437	491	928	286	651	937
"ND"	2006	"Stutsman"	"12_93"	556	292	848	559	307	866	411	443	854	277	581	858
"ND"	2006	"Stutsman"	"12_95"	598	270	868	601	276	877	432	429	861	305	570	875
"ND"	2006	"Stutsman"	"12_96"	433	211	644	435	222	657	322	322	644	208	439	647
"ND"	2006	"Stutsman"	"29_1"	152	62	214	140	80	220	90	125	215	58	161	219
"ND"	2006	"Stutsman"	"29_2"	120	32	152	120	34	154	102	48	150	74	75	149
"ND"	2006	"Stutsman"	"29_3"	270	143	413	282	135	417	194	216	410	115	293	408
"ND"	2006	"Stutsman"	"29_4"	358	184	542	345	201	546	252	272	524	160	370	530
"ND"	2006	"Stutsman"	"29_5"	261	153	414	254	173	427	165	257	422	118	301	419
"ND"	2006	"Stutsman"	"29_6"	309	140	449	300	149	449	182	251	433	94	351	445
"ND"	2006	"Stutsman"	"29_7(04)"												
"ND"	2006	"Stutsman"	"29_8(04)"												
"ND"	2006	"Stutsman"	"29_9(04)"												
"ND"	2006	"Stutsman"	"29_10(04)"												
"ND"	2006	"Stutsman"	"29_11(04)"												
"ND"	2006	"Stutsman"	"29_12(04)"												
"ND"	2006	"Stutsman"	"29_41(04)"												
"ND"	2006	"Stutsman"	"29_94"	479	258	737	487	255	742	358	370	728	234	503	737
"ND"	2006	"Towner"	"10_2"	232	31	263	233	37	270	150	107	257	100	163	263
"ND"	2006	"Towner"	"10_3"	212	23	235	204	30	234	151	72	223	118	108	226
"ND"	2006	"Towner"	"15_1"	601	169	770	583	196	779	330	417	747	227	533	760
"ND"	2006	"Traill"	"20_1"	101	29	130	99	33	132	73	58	131	56	75	131
"ND"	2006	"Traill"	"20_2"	151	40	191	141	51	192	102	83	185	81	107	188
"ND"	2006	"Traill"	"20_3"	86	42	128	82	51	133	59	72	131	50	83	133
"ND"	2006	"Traill"	"20_4"	67	35	102	59	44	103	44	57	101	29	74	103
"ND"	2006	"Traill"	"20_5"	88	35	123	81	40	121	69	52	121	64	59	123
"ND"	2006	"Traill"	"20_6"	51	23	74	49	25	74	41	31	72	35	39	74
"ND"	2006	"Traill"	"20_7"	227	90	317	202	113	315	147	165	312	169	147	316
"ND"	2006	"Traill"	"20_8"	127	54	181	119	61	180	91	86	177	87	90	177
"ND"	2006	"Traill"	"20_9"	203	71	274	189	86	275	136	132	268	149	128	277
"ND"	2006	"Traill"	"20_10"	226	89	315	213	104	317	142	173	315	123	193	316
"ND"	2006	"Traill"	"20_11"	186	67	253	176	81	257	132	124	256	100	159	259
"ND"	2006	"Traill"	"20_12"	229	89	318	221	98	319	167	152	319	122	198	320
"ND"	2006	"Traill"	"20_13"	207	61	268	204	65	269	145	120	265	149	119	268
"ND"	2006	"Walsh"	"16_1"	138	30	168	133	37	170	101	67	168	70	100	170
"ND"	2006	"Walsh"	"16_2"	162	72	234	154	81	235	106	125	231	80	154	234
"ND"	2006	"Walsh"	"16_3"	157	87	244	150	101	251	89	156	245	88	160	248
"ND"	2006	"Walsh"	"16_4"	182	79	261	171	91	262	112	150	262	77	186	263
"ND"	2006	"Walsh"	"16_5"	144	18	162	141	25	166	96	65	161	62	100	162
"ND"	2006	"Walsh"	"16_6"	114	68	182	110	78	188	74	110	184	41	144	185
"ND"	2006	"Walsh"	"16_7"	156	79	235	158	80	238	105	123	228	64	168	232
"ND"	2006	"Walsh"	"16_8"	148	53	201	142	57	199	101	89	190	78	117	195
"ND"	2006	"Walsh"	"16_9"	170	17	187	169	23	192	127	55	182	88	98	186
"ND"	2006	"Walsh"	"16_10"	170	44	214	167	52	219	125	91	216	96	122	218
"ND"	2006	"Walsh"	"16_11"	108	41	149	104	47	151	69	80	149	55	95	150
"ND"	2006	"Walsh"	"16_12"	230	60	290	218	80	298	127	165	292	84	210	294
"ND"	2006	"Walsh"	"16_13"	146	39	185	143	46	189	84	103	187	66	119	185
"ND"	2006	"Walsh"	"16_14"	289	101	390	281	116	397	157	232	389	107	283	390
"ND"	2006	"Walsh"	"16_15"	136	33	169	137	34	171	75	87	162	52	113	165
"ND"	2006	"Walsh"	"16_16"	91	47	138	87	52	139	64	73	137	42	97	139
"ND"	2006	"Walsh"	"16_17"	136	44	180	135	51	186	85	90	175	61	121	182
"ND"	2006	"Walsh"	"16_18"	146	39	185	143	44	187	98	85	183	67	116	183
"ND"	2006	"Ward"	"3_8"	467	213	680	443	253	696	340	347	687	206	485	691
"ND"	2006	"Ward"	"3_11(04)"												
"ND"	2006	"Ward"	"3_12(04)"												
"ND"	2006	"Ward"	"3_14"	279	141	420	252	179	431	177	243	420	116	308	424
"ND"	2006	"Ward"	"3_15"	343	163	506	313	198	511	233	272	505	136	371	507
"ND"	2006	"Ward"	"3_16"	402	121	523	379	152	531	287	236	523	199	325	524
"ND"	2006	"Ward"	"3_17"	581	239	820	553	275	828	388	435	823	263	561	824
"ND"	2006	"Ward"	"3_18"	383	126	509	369	148	517	279	233	512	176	341	517
"ND"	2006	"Ward"	"3_19"	392	151	543	365	181	546	298	242	540	187	354	541
"ND"	2006	"Ward"	"3_21(04)"												
"ND"	2006	"Ward"	"3_22(04)"												
"ND"	2006	"Ward"	"4_7"	102	31	133	95	41	136	68	68	136	36	100	136
"ND"	2006	"Ward"	"4_11"	141	37	178	133	47	180	105	74	179	66	111	177
"ND"	2006	"Ward"	"4_12"	169	132	301	167	140	307	118	187	305	77	224	301
"ND"	2006	"Ward"	"4_13"	182	74	256	171	88	259	138	120	258	97	161	258
"ND"	2006	"Ward"	"5_24"	715	286	1001	643	363	1006	417	572	989	236	763	999
"ND"	2006	"Ward"	"5_27"	269	115	384	241	145	386	172	207	379	115	267	382
"ND"	2006	"Ward"	"5_28"	749	317	1066	704	378	1082	464	604	1068	304	771	1075
"ND"	2006	"Ward"	"5_29"	953	412	1365	882	488	1370	554	801	1355	332	1025	1357
"ND"	2006	"Ward"	"5_30"	419	141	560	396	173	569	303	256	559	182	377	559
"ND"	2006	"Ward"	"5_31"	313	134	447	295	156	451	191	248	439	111	335	446
"ND"	2006	"Ward"	"5_42(04)"												
"ND"	2006	"Ward"	"5_53(04)"												
"ND"	2006	"Ward"	"5_61(04)"												
"ND"	2006	"Ward"	"5_62(04)"												
"ND"	2006	"Ward"	"5_71(04)"												
"ND"	2006	"Ward"	"5_72(04)"												
"ND"	2006	"Ward"	"6_2"	274	116	390	254	146	400	188	200	388	114	278	392
"ND"	2006	"Ward"	"6_4"	131	69	200	111	92	203	94	106	200	56	143	199
"ND"	2006	"Ward"	"6_6"	353	161	514	342	179	521	222	290	512	145	371	516
"ND"	2006	"Ward"	"38_1"	146	83	229	137	97	234	110	120	230	72	158	230
"ND"	2006	"Ward"	"38_3"	394	170	564	365	206	571	267	300	567	172	397	569
"ND"	2006	"Ward"	"38_5"	334	187	521	303	222	525	193	323	516	122	393	515
"ND"	2006	"Ward"	"38_9"	37	28	65	40	27	67	26	40	66	16	51	67
"ND"	2006	"Ward"	"38_23"	848	371	1219	771	466	1237	490	724	1214	301	929	1230
"ND"	2006	"Ward"	"38_26"	523	210	733	494	249	743	359	378	737	217	517	734
"ND"	2006	"Ward"	"38_32"	284	115	399	262	141	403	187	212	399	106	295	401
"ND"	2006	"Ward"	"38_41(04)"												
"ND"	2006	"Ward"	"38_52(04)"												
"ND"	2006	"Ward"	"38_73(04)"												
"ND"	2006	"Ward"	"40_10"	117	79	196	106	91	197	68	123	191	55	139	194
"ND"	2006	"Ward"	"40_20"	232	110	342	212	139	351	170	179	349	113	236	349
"ND"	2006	"Ward"	"40_21"	599	211	810	553	269	822	409	398	807	244	567	811
"ND"	2006	"Ward"	"40_22"	470	230	700	440	264	704	280	416	696	170	528	698
"ND"	2006	"Ward"	"40_23(04)"												
"ND"	2006	"Ward"	"40_25"	241	113	354	235	122	357	165	189	354	91	265	356
"ND"	2006	"Ward"	"40_31(04)"												
"ND"	2006	"Ward"	"40_32(04)"												
"ND"	2006	"Ward"	"40_51(04)"												
"ND"	2006	"Wells"	"14_1"	142	115	257	143	117	260	87	164	251	54	199	253
"ND"	2006	"Wells"	"14_2"	148	64	212	144	76	220	100	116	216	77	140	217
"ND"	2006	"Wells"	"14_3"	148	94	242	144	101	245	104	137	241	63	176	239
"ND"	2006	"Wells"	"14_4"	147	51	198	140	63	203	96	103	199	76	123	199
"ND"	2006	"Wells"	"14_5"	533	220	753	510	248	758	347	402	749	235	520	755
"ND"	2006	"Wells"	"14_6"	176	87	263	166	102	268	101	159	260	57	206	263
"ND"	2006	"Williams"	"1_59"	850	342	1192	783	407	1190	477	704	1181	307	892	1199
"ND"	2006	"Williams"	"1_60"	302	129	431	290	146	436	197	230	427	136	300	436
"ND"	2006	"Williams"	"1_73"	525	321	846	494	360	854	259	583	842	140	712	852
"ND"	2006	"Williams"	"1_74"	527	282	809	495	326	821	301	505	806	164	657	821
"ND"	2006	"Williams"	"1_76"	377	173	550	350	208	558	206	346	552	116	443	559
"ND"	2006	"Williams"	"2_43"	224	122	346	219	132	351	128	216	344	81	267	348
"ND"	2006	"Williams"	"2_45"	64	14	78	62	17	79	47	31	78	32	45	77
"ND"	2006	"Williams"	"2_48"	142	87	229	133	96	229	95	134	229	64	166	230
"ND"	2006	"Williams"	"2_53"	41	29	70	38	33	71	23	43	66	19	47	66
"ND"	2006	"Williams"	"2_55"	97	45	142	92	49	141	71	67	138	49	89	138
"ND"	2006	"Williams"	"2_62"	83	35	118	71	52	123	58	66	124	38	87	125
"ND"	2006	"Williams"	"2_63"	176	46	222	166	56	222	126	87	213	90	125	215
"ND"	2006	"Williams"	"2_64"	259	140	399	240	164	404	136	267	403	86	317	403
"ND"	2006	"Williams"	"2_65"	90	24	114	84	29	113	59	56	115	37	77	114
"ND"	2006	"Williams"	"2_67"	114	30	144	114	30	144	77	63	140	44	95	139
