state	year	parish	ward	precinct	cd	cd2	cd3	g2002_USS_dv	g2002_USS_rv	g2002_USS_tv	g2002_USH_dv	g2002_USH_rv	g2002_USH_tv	g2002_USH_dv2	g2002_USH_rv2	g2002_USH_tv2	g2002_USH_rv3	g2002_USH_tv3
"LA"	2002	"De Soto"	"0"	"33"	4			212	164	382	96	232	334					
"LA"	2002	"De Soto"	"0"	"34"	4			86	93	181	39	128	168					
"LA"	2002	"De Soto"	"0"	"35"	4			35	43	80	24	42	67					
"LA"	2002	"De Soto"	"0"	"36"	4			52	104	157	27	121	150					
"LA"	2002	"De Soto"	"0"	"37"	4			130	150	280	62	192	256					
"LA"	2002	"De Soto"	"0"	"38"	4			131	132	270	53	190	247					
"LA"	2002	"De Soto"	"0"	"39"	4			44	57	104	10	84	95					
"LA"	2002	"De Soto"	"0"	"4"	4			64	10	78	28	42	71					
"LA"	2002	"De Soto"	"0"	"40"	4			11	13	24	0	22	23					
"LA"	2002	"De Soto"	"0"	"41"	4			26	17	43	10	20	30					
"LA"	2002	"De Soto"	"0"	"42"	4			60	16	77	20	39	60					
"LA"	2002	"De Soto"	"0"	"43"	4			16	8	28	7	31	38					
"LA"	2002	"De Soto"	"0"	"44"	4			126	66	194	48	99	154					
"LA"	2002	"De Soto"	"0"	"45"	4			40	16	61	18	38	56					
"LA"	2002	"De Soto"	"0"	"46"	4			138	127	272	61	190	258					
"LA"	2002	"De Soto"	"0"	"47"	4			12	13	26	5	20	25					
"LA"	2002	"De Soto"	"0"	"48"	4			60	37	101	40	48	89					
"LA"	2002	"De Soto"	"0"	"49"	4			70	75	146	32	98	131					
"LA"	2002	"De Soto"	"0"	"51"	4			38	42	82	23	52	76					
"LA"	2002	"De Soto"	"0"	"53"	4			74	52	130	35	82	117					
"LA"	2002	"De Soto"	"0"	"55"	4			60	54	116	28	80	108					
"LA"	2002	"De Soto"	"0"	"56"	4			67	17	85	25	43	72					
"LA"	2002	"De Soto"	"0"	"57"	4			10	19	29	1	27	28					
"LA"	2002	"De Soto"	"0"	"58"	4			59	58	118	20	81	102					
"LA"	2002	"De Soto"	"0"	"59"	4			106	19	130	37	61	100					
"LA"	2002	"De Soto"	"0"	"6"	4			306	21	339	96	140	241					
"LA"	2002	"De Soto"	"0"	"60"	4			92	51	150	37	87	124					
"LA"	2002	"De Soto"	"0"	"63"	4			21	1	22	9	8	18					
"LA"	2002	"De Soto"	"0"	"7"	4			51	64	116	13	101	115					
"LA"	2002	"De Soto"	"0"	"8"	4			176	135	313	53	218	277					
"LA"	2002	"De Soto"	"0"	"9"	4			22	36	58	2	48	51					
"LA"	2002	"De Soto"	"Early Voting"	"0"	4			99	121	222	31	178	216					
"LA"	2002	"East Baton Rouge"	"1"	"002A"	6			120	10	133		79	113					
"LA"	2002	"East Baton Rouge"	"1"	"002B"	6			118	11	130		72	111					
"LA"	2002	"East Baton Rouge"	"1"	"010A"	6			226	11	239		130	179					
"LA"	2002	"East Baton Rouge"	"1"	"010B"	6			175	3	179		91	129					
"LA"	2002	"East Baton Rouge"	"1"	"012A"	6			141	249	391		317	384					
"LA"	2002	"East Baton Rouge"	"1"	"012B"	6			114	257	372		320	367					
"LA"	2002	"East Baton Rouge"	"1"	"014A"	6			329	7	337		197	258					
"LA"	2002	"East Baton Rouge"	"1"	"014B"	6			309	11	320		191	258					
"LA"	2002	"East Baton Rouge"	"1"	"015A"	6			322	12	335		221	278					
"LA"	2002	"East Baton Rouge"	"1"	"015B"	6			347	6	355		227	288					
"LA"	2002	"East Baton Rouge"	"1"	"031A"	6			211	46	257		150	219					
"LA"	2002	"East Baton Rouge"	"1"	"031B"	6			193	47	240		154	204					
"LA"	2002	"East Baton Rouge"	"1"	"032A"	6			340	9	353		204	273					
"LA"	2002	"East Baton Rouge"	"1"	"032B"	6			305	4	310		187	238					
"LA"	2002	"East Baton Rouge"	"1"	"034A"	6			84	339	423		381	417					
"LA"	2002	"East Baton Rouge"	"1"	"034B"	6			135	284	423		354	410					
"LA"	2002	"East Baton Rouge"	"1"	"037A"	6			168	79	249		157	228					
"LA"	2002	"East Baton Rouge"	"1"	"037B"	6			142	61	204		123	179					
"LA"	2002	"East Baton Rouge"	"1"	"038A"	6			192	37	231		123	192					
"LA"	2002	"East Baton Rouge"	"1"	"038B"	6			172	29	203		114	165					
"LA"	2002	"East Baton Rouge"	"1"	"041A"	6			137	167	304		237	292					
"LA"	2002	"East Baton Rouge"	"1"	"041B"	6			139	227	367		291	350					
"LA"	2002	"East Baton Rouge"	"1"	"042A"	6			184	309	493		400	479					
"LA"	2002	"East Baton Rouge"	"1"	"042B"	6			168	274	444		361	422					
"LA"	2002	"East Baton Rouge"	"1"	"044A"	6			55	56	111		78	105					
"LA"	2002	"East Baton Rouge"	"1"	"044B"	6			74	53	131		80	117					
"LA"	2002	"East Baton Rouge"	"1"	"046A"	6			76	49	128		85	122					
"LA"	2002	"East Baton Rouge"	"1"	"046B"	6			105	36	144		75	126					
"LA"	2002	"East Baton Rouge"	"1"	"047A"	6			316	538	855		721	827					
"LA"	2002	"East Baton Rouge"	"1"	"047B"	6			193	343	537		454	524					
"LA"	2002	"East Baton Rouge"	"1"	"048A"	6			147	347	495		426	482					
"LA"	2002	"East Baton Rouge"	"1"	"048B"	6			221	323	546		444	528					
"LA"	2002	"East Baton Rouge"	"1"	"049A"	6			102	252	355		316	349					
"LA"	2002	"East Baton Rouge"	"1"	"049B"	6			77	260	337		292	327					
"LA"	2002	"East Baton Rouge"	"1"	"052A"	6			119	386	505		438	492					
"LA"	2002	"East Baton Rouge"	"1"	"052B"	6			138	336	476		421	464					
"LA"	2002	"East Baton Rouge"	"1"	"053A"	6			94	277	372		335	363					
"LA"	2002	"East Baton Rouge"	"1"	"053B"	6			88	281	369		324	360					
"LA"	2002	"East Baton Rouge"	"1"	"054A"	6			246	250	498		407	478					
"LA"	2002	"East Baton Rouge"	"1"	"054B"	6			287	269	558		443	529					
"LA"	2002	"East Baton Rouge"	"1"	"055A"	6			113	327	443		382	429					
"LA"	2002	"East Baton Rouge"	"1"	"055B"	6			111	364	476		438	469					
"LA"	2002	"East Baton Rouge"	"1"	"056A"	6			158	412	573		490	560					
"LA"	2002	"East Baton Rouge"	"1"	"056B"	6			176	423	602		520	582					
"LA"	2002	"East Baton Rouge"	"1"	"058A"	6			171	49	222		143	200					
"LA"	2002	"East Baton Rouge"	"1"	"058B"	6			152	62	220		155	210					
"LA"	2002	"East Baton Rouge"	"1"	"060A"	6			151	392	543		482	535					
"LA"	2002	"East Baton Rouge"	"1"	"060B"	6			144	352	498		426	484					
"LA"	2002	"East Baton Rouge"	"1"	"063A"	6			251	12	265		155	214					
"LA"	2002	"East Baton Rouge"	"1"	"063B"	6			240	12	256		169	216					
"LA"	2002	"East Baton Rouge"	"1"	"066A"	6			168	142	315		225	297					
"LA"	2002	"East Baton Rouge"	"1"	"066B"	6			171	142	313		214	293					
"LA"	2002	"East Baton Rouge"	"1"	"069A"	6			221	276	499		366	479					
"LA"	2002	"East Baton Rouge"	"1"	"069B"	6			238	321	561		436	531					
"LA"	2002	"East Baton Rouge"	"1"	"070A"	6			274	127	405		292	372					
"LA"	2002	"East Baton Rouge"	"1"	"070B"	6			276	109	386		290	368					
"LA"	2002	"East Baton Rouge"	"1"	"071A"	6			167	352	520		443	505					
"LA"	2002	"East Baton Rouge"	"1"	"071B"	6			136	342	479		432	467					
"LA"	2002	"East Baton Rouge"	"1"	"072A"	6			100	261	361		315	351					
"LA"	2002	"East Baton Rouge"	"1"	"072B"	6			115	256	374		340	370					
"LA"	2002	"East Baton Rouge"	"1"	"073A"	6			338	150	489		339	456					
"LA"	2002	"East Baton Rouge"	"1"	"073B"	6			299	166	466		351	439					
"LA"	2002	"East Baton Rouge"	"1"	"074A"	6			59	217	276		252	272					
"LA"	2002	"East Baton Rouge"	"1"	"074B"	6			62	220	282		257	277					
"LA"	2002	"East Baton Rouge"	"1"	"074C"	6			82	268	354		307	343					
"LA"	2002	"East Baton Rouge"	"1"	"075A"	6			178	332	511		438	497					
"LA"	2002	"East Baton Rouge"	"1"	"075B"	6			118	301	419		360	415					
"LA"	2002	"East Baton Rouge"	"1"	"077A"	6			391	20	412		255	376					
"LA"	2002	"East Baton Rouge"	"1"	"077B"	6			335	23	360		227	322					
"LA"	2002	"East Baton Rouge"	"1"	"078A"	6			175	92	268		188	253					
"LA"	2002	"East Baton Rouge"	"1"	"078B"	6			150	100	250		175	231					
"LA"	2002	"East Baton Rouge"	"1"	"080A"	6			139	376	517		452	502					
"LA"	2002	"East Baton Rouge"	"1"	"080B"	6			131	350	482		422	477					
"LA"	2002	"East Baton Rouge"	"1"	"081A"	6			132	126	259		193	247					
"LA"	2002	"East Baton Rouge"	"1"	"081B"	6			110	103	213		159	200					
"LA"	2002	"East Baton Rouge"	"1"	"082A"	6			244	135	381		287	359					
"LA"	2002	"East Baton Rouge"	"1"	"082B"	6			231	158	391		274	358					
"LA"	2002	"East Baton Rouge"	"1"	"083A"	6			109	183	292		238	283					
"LA"	2002	"East Baton Rouge"	"1"	"083B"	6			108	171	281		237	271					
"LA"	2002	"East Baton Rouge"	"1"	"084A"	6			388	13	402		256	333					
"LA"	2002	"East Baton Rouge"	"1"	"084B"	6			438	35	481		311	416					
"LA"	2002	"East Baton Rouge"	"1"	"085A"	6			331	16	348		231	295					
"LA"	2002	"East Baton Rouge"	"1"	"085B"	6			264	5	272		175	217					
"LA"	2002	"East Baton Rouge"	"1"	"086A"	6			303	13	318		241	280					
"LA"	2002	"East Baton Rouge"	"1"	"086B"	6			339	9	349		269	316					
"LA"	2002	"East Baton Rouge"	"1"	"087A"	6			82	363	447		406	434					
"LA"	2002	"East Baton Rouge"	"1"	"087B"	6			141	357	499		430	481					
"LA"	2002	"East Baton Rouge"	"1"	"088A"	6			216	94	313		203	276					
"LA"	2002	"East Baton Rouge"	"1"	"088B"	6			173	71	247		165	228					
"LA"	2002	"East Baton Rouge"	"1"	"088C"	6			220	93	313		205	291					
"LA"	2002	"East Baton Rouge"	"1"	"090A"	6			120	315	435		377	418					
"LA"	2002	"East Baton Rouge"	"1"	"090B"	6			101	302	404		358	396					
"LA"	2002	"East Baton Rouge"	"1"	"091A"	6			119	19	139		91	122					
"LA"	2002	"East Baton Rouge"	"1"	"091B"	6			182	7	189		115	155					
"LA"	2002	"East Baton Rouge"	"1"	"092A"	6			212	8	220		157	198					
"LA"	2002	"East Baton Rouge"	"1"	"092B"	6			164	3	167		116	144					
"LA"	2002	"East Baton Rouge"	"1"	"095A"	6			335	9	346		252	302					
"LA"	2002	"East Baton Rouge"	"1"	"095B"	6			347	14	363		282	330					
"LA"	2002	"East Baton Rouge"	"1"	"098A"	6			123	356	480		427	470					
"LA"	2002	"East Baton Rouge"	"1"	"098B"	6			128	329	459		411	447					
"LA"	2002	"East Baton Rouge"	"1"	"099A"	6			133	341	477		419	461					
"LA"	2002	"East Baton Rouge"	"1"	"099B"	6			141	381	526		454	516					
"LA"	2002	"East Baton Rouge"	"1"	"1"	6			218	83	306		175	283					
"LA"	2002	"East Baton Rouge"	"1"	"100A"	6			58	2	62		29	55					
"LA"	2002	"East Baton Rouge"	"1"	"100B"	6			61	5	66		25	55					
"LA"	2002	"East Baton Rouge"	"1"	"101A"	6			251	6	258		180	228					
"LA"	2002	"East Baton Rouge"	"1"	"101B"	6			250	9	260		190	228					
"LA"	2002	"East Baton Rouge"	"1"	"102A"	6			88	75	164		107	147					
"LA"	2002	"East Baton Rouge"	"1"	"102B"	6			78	98	179		119	165					
"LA"	2002	"East Baton Rouge"	"1"	"103A"	6			124	375	501		454	498					
"LA"	2002	"East Baton Rouge"	"1"	"103B"	6			109	344	456		389	443					
"LA"	2002	"East Baton Rouge"	"1"	"104A"	6			166	105	271		188	248					
"LA"	2002	"East Baton Rouge"	"1"	"104B"	6			142	95	238		170	220					
"LA"	2002	"East Baton Rouge"	"1"	"105A"	6			120	390	510		444	492					
"LA"	2002	"East Baton Rouge"	"1"	"105B"	6			100	315	415		374	402					
"LA"	2002	"East Baton Rouge"	"1"	"107"	6			265	208	476		343	441					
"LA"	2002	"East Baton Rouge"	"1"	"13"	6			150	29	180		109	159					
"LA"	2002	"East Baton Rouge"	"1"	"16"	6			297	21	319		197	270					
"LA"	2002	"East Baton Rouge"	"1"	"17"	6			158	21	182		102	153					
"LA"	2002	"East Baton Rouge"	"1"	"18"	6			158	16	174		116	158					
"LA"	2002	"East Baton Rouge"	"1"	"19"	6			199	15	216		126	182					
"LA"	2002	"East Baton Rouge"	"1"	"21"	6			184	11	197		127	167					
"LA"	2002	"East Baton Rouge"	"1"	"22"	6			149	14	163		116	139					
"LA"	2002	"East Baton Rouge"	"1"	"23"	6			277	26	305		191	258					
"LA"	2002	"East Baton Rouge"	"1"	"24"	6			273	52	331		192	270					
"LA"	2002	"East Baton Rouge"	"1"	"25"	6			382	56	441		251	360					
"LA"	2002	"East Baton Rouge"	"1"	"26"	6			211	38	251		150	209					
"LA"	2002	"East Baton Rouge"	"1"	"27"	6			372	25	399		215	326					
"LA"	2002	"East Baton Rouge"	"1"	"28"	6			345	40	389		219	338					
"LA"	2002	"East Baton Rouge"	"1"	"29"	6			331	37	369		202	293					
"LA"	2002	"East Baton Rouge"	"1"	"3"	6			214	13	228		130	193					
"LA"	2002	"East Baton Rouge"	"1"	"30"	6			363	19	387		230	304					
"LA"	2002	"East Baton Rouge"	"1"	"33"	6			136	283	421		360	407					
"LA"	2002	"East Baton Rouge"	"1"	"35"	6			152	245	401		319	388					
"LA"	2002	"East Baton Rouge"	"1"	"36"	6			276	141	418		302	391					
"LA"	2002	"East Baton Rouge"	"1"	"39"	6			192	330	525		442	499					
"LA"	2002	"East Baton Rouge"	"1"	"4"	6			188	6	196		125	170					
"LA"	2002	"East Baton Rouge"	"1"	"40"	6			213	215	431		334	409					
"LA"	2002	"East Baton Rouge"	"1"	"43"	6			171	391	563		454	548					
"LA"	2002	"East Baton Rouge"	"1"	"45"	6			284	12	300		219	259					
"LA"	2002	"East Baton Rouge"	"1"	"5"	6			439	35	476		292	409					
"LA"	2002	"East Baton Rouge"	"1"	"50"	6			399	41	440		260	384					
"LA"	2002	"East Baton Rouge"	"1"	"51"	6			355	6	363		230	306					
"LA"	2002	"East Baton Rouge"	"1"	"57"	6			183	191	378		285	360					
"LA"	2002	"East Baton Rouge"	"1"	"59"	6			271	12	286		146	242					
"LA"	2002	"East Baton Rouge"	"1"	"6"	6			223	20	247		156	217					
"LA"	2002	"East Baton Rouge"	"1"	"61"	6			424	43	475		272	404					
"LA"	2002	"East Baton Rouge"	"1"	"62"	6			482	25	508		270	412					
"LA"	2002	"East Baton Rouge"	"1"	"64"	6			109	171	282		226	273					
"LA"	2002	"East Baton Rouge"	"1"	"65"	6			148	222	375		298	353					
"LA"	2002	"East Baton Rouge"	"1"	"67"	6			234	27	262		161	232					
"LA"	2002	"East Baton Rouge"	"1"	"68"	6			254	7	263		161	220					
"LA"	2002	"East Baton Rouge"	"1"	"7"	6			241	204	447		288	420					
"LA"	2002	"East Baton Rouge"	"1"	"8"	6			218	236	456		333	437					
"LA"	2002	"East Baton Rouge"	"1"	"89"	6			129	375	506		443	498					
"LA"	2002	"East Baton Rouge"	"1"	"9"	6			213	452	670		565	649					
"LA"	2002	"East Baton Rouge"	"1"	"93"	6			122	48	171		113	156					
"LA"	2002	"East Baton Rouge"	"1"	"94"	6			288	10	298		203	260					
"LA"	2002	"East Baton Rouge"	"1"	"97"	6			119	188	308		251	294					
"LA"	2002	"East Baton Rouge"	"2"	"001A"	6			326	85	414		275	368					
"LA"	2002	"East Baton Rouge"	"2"	"001B"	6			278	82	361		252	330					
"LA"	2002	"East Baton Rouge"	"2"	"002A"	6			232	174	410		305	383					
"LA"	2002	"East Baton Rouge"	"2"	"002B"	6			212	161	374		304	355					
"LA"	2002	"East Baton Rouge"	"2"	"004A"	6			244	168	413		302	380					
"LA"	2002	"East Baton Rouge"	"2"	"004B"	6			233	182	417		325	395					
"LA"	2002	"East Baton Rouge"	"2"	"006A"	6			212	207	422		325	393					
"LA"	2002	"East Baton Rouge"	"2"	"006B"	6			209	227	438		340	410					
"LA"	2002	"East Baton Rouge"	"2"	"007A"	6			138	244	383		322	369					
"LA"	2002	"East Baton Rouge"	"2"	"007B"	6			125	233	359		290	332					
"LA"	2002	"East Baton Rouge"	"2"	"008A"	6			125	402	528		468	515					
"LA"	2002	"East Baton Rouge"	"2"	"008B"	6			129	437	567		513	555					
"LA"	2002	"East Baton Rouge"	"2"	"009A"	6			256	37	297		199	262					
"LA"	2002	"East Baton Rouge"	"2"	"009B"	6			224	29	254		150	210					
"LA"	2002	"East Baton Rouge"	"2"	"010A"	6			168	151	321		248	304					
"LA"	2002	"East Baton Rouge"	"2"	"010B"	6			175	166	342		267	330					
"LA"	2002	"East Baton Rouge"	"2"	"012A"	6			287	160	453		324	422					
"LA"	2002	"East Baton Rouge"	"2"	"012B"	6			275	190	470		347	443					
"LA"	2002	"East Baton Rouge"	"2"	"013A"	6			212	168	381		283	338					
"LA"	2002	"East Baton Rouge"	"2"	"013B"	6			211	185	401		295	357					
"LA"	2002	"East Baton Rouge"	"2"	"014A"	6			177	112	289		225	265					
"LA"	2002	"East Baton Rouge"	"2"	"014B"	6			176	111	288		225	268					
"LA"	2002	"East Baton Rouge"	"2"	"016A"	6			296	16	313		212	276					
"LA"	2002	"East Baton Rouge"	"2"	"016B"	6			274	11	285		188	248					
"LA"	2002	"East Baton Rouge"	"2"	"017A"	6			212	148	364		286	339					
"LA"	2002	"East Baton Rouge"	"2"	"017B"	6			223	174	400		285	362					
"LA"	2002	"East Baton Rouge"	"2"	"018A"	6			238	425	670		547	642					
"LA"	2002	"East Baton Rouge"	"2"	"018B"	6			262	367	632		536	607					
"LA"	2002	"East Baton Rouge"	"2"	"021A"	6			228	396	628		521	603					
"LA"	2002	"East Baton Rouge"	"2"	"021B"	6			259	363	624		513	589					
"LA"	2002	"East Baton Rouge"	"2"	"021C"	6			264	244	508		410	476					
"LA"	2002	"East Baton Rouge"	"2"	"022A"	6			250	7	257		186	222					
"LA"	2002	"East Baton Rouge"	"2"	"022B"	6			221	2	224		165	193					
"LA"	2002	"East Baton Rouge"	"2"	"023A"	6			207	17	226		147	202					
"LA"	2002	"East Baton Rouge"	"2"	"023B"	6			214	17	233		143	191					
"LA"	2002	"East Baton Rouge"	"2"	"025A"	6			310	232	543		406	491					
"LA"	2002	"East Baton Rouge"	"2"	"025B"	6			271	204	477		362	434					
"LA"	2002	"East Baton Rouge"	"2"	"027A"	6			359	50	412		297	380					
"LA"	2002	"East Baton Rouge"	"2"	"027B"	6			331	19	350		232	307					
"LA"	2002	"East Baton Rouge"	"2"	"029A"	6			209	359	569		484	535					
"LA"	2002	"East Baton Rouge"	"2"	"029B"	6			197	343	545		481	524					
"LA"	2002	"East Baton Rouge"	"2"	"030A"	6			319	26	346		211	290					
"LA"	2002	"East Baton Rouge"	"2"	"030B"	6			299	24	324		190	272					
"LA"	2002	"East Baton Rouge"	"2"	"11"	6			174	93	267		220	257					
"LA"	2002	"East Baton Rouge"	"2"	"15"	6			136	163	300		239	282					
"LA"	2002	"East Baton Rouge"	"2"	"24"	6			352	10	365		222	308					
"LA"	2002	"East Baton Rouge"	"2"	"26"	6			263	215	485		363	451					
"LA"	2002	"East Baton Rouge"	"2"	"28"	6			372	258	643		517	593					
"LA"	2002	"East Baton Rouge"	"2"	"3"	6			181	248	434		339	407					
"LA"	2002	"East Baton Rouge"	"2"	"5"	6			165	89	255		176	236					
"LA"	2002	"East Baton Rouge"	"3"	"001A"	6			155	443	598		529	591					
"LA"	2002	"East Baton Rouge"	"3"	"001B"	6			138	453	591		530	579					
"LA"	2002	"East Baton Rouge"	"3"	"002A"	6			160	502	663		606	653					
"LA"	2002	"East Baton Rouge"	"3"	"002B"	6			135	481	616		569	603					
"LA"	2002	"East Baton Rouge"	"3"	"003A"	6			69	343	412		373	396					
"LA"	2002	"East Baton Rouge"	"3"	"003B"	6			111	416	527		481	517					
"LA"	2002	"East Baton Rouge"	"3"	"004A"	6			142	309	452		375	431					
"LA"	2002	"East Baton Rouge"	"3"	"004B"	6			181	341	523		444	504					
"LA"	2002	"East Baton Rouge"	"3"	"005A"	6			100	50	151		103	141					
"LA"	2002	"East Baton Rouge"	"3"	"005B"	6			83	48	132		88	121					
"LA"	2002	"East Baton Rouge"	"3"	"006A"	6			100	282	384		332	375					
"LA"	2002	"East Baton Rouge"	"3"	"006B"	6			85	293	378		341	369					
"LA"	2002	"East Baton Rouge"	"3"	"007A"	6			101	352	453		419	451					
"LA"	2002	"East Baton Rouge"	"3"	"007B"	6			99	345	445		396	435					
"LA"	2002	"East Baton Rouge"	"3"	"008A"	6			275	133	411		280	377					
"LA"	2002	"East Baton Rouge"	"3"	"008B"	6			250	164	416		302	377					
"LA"	2002	"East Baton Rouge"	"3"	"009A"	6			129	488	619		553	604					
"LA"	2002	"East Baton Rouge"	"3"	"009B"	6			130	524	655		601	644					
"LA"	2002	"East Baton Rouge"	"3"	"010A"	6			97	296	393		351	387					
"LA"	2002	"East Baton Rouge"	"3"	"010B"	6			100	311	411		369	403					
"LA"	2002	"East Baton Rouge"	"3"	"011A"	6			56	56	112		82	104					
"LA"	2002	"East Baton Rouge"	"3"	"011B"	6			48	58	108		79	100					
"LA"	2002	"East Baton Rouge"	"3"	"012A"	6			133	320	453		392	443					
"LA"	2002	"East Baton Rouge"	"3"	"012B"	6			142	282	427		372	414					
"LA"	2002	"East Baton Rouge"	"3"	"013A"	6			238	430	671		560	649					
"LA"	2002	"East Baton Rouge"	"3"	"013B"	6			175	411	588		503	575					
"LA"	2002	"East Baton Rouge"	"3"	"014A"	6			108	405	514		458	504					
"LA"	2002	"East Baton Rouge"	"3"	"014B"	6			78	357	437		393	424					
"LA"	2002	"East Baton Rouge"	"3"	"015A"	6			145	527	675		595	662					
"LA"	2002	"East Baton Rouge"	"3"	"015B"	6			131	586	718		643	704					
"LA"	2002	"East Baton Rouge"	"3"	"016A"	6			104	494	600		556	594					
"LA"	2002	"East Baton Rouge"	"3"	"016B"	6			126	504	630		580	619					
"LA"	2002	"East Baton Rouge"	"3"	"017A"	6			117	400	518		462	512					
"LA"	2002	"East Baton Rouge"	"3"	"017B"	6			127	378	508		458	501					
"LA"	2002	"East Baton Rouge"	"3"	"018A"	6			199	226	426		333	405					
"LA"	2002	"East Baton Rouge"	"3"	"018B"	6			170	173	343		260	318					
"LA"	2002	"East Baton Rouge"	"3"	"019A"	6			103	415	518		470	510					
"LA"	2002	"East Baton Rouge"	"3"	"019B"	6			106	463	569		517	560					
"LA"	2002	"East Baton Rouge"	"3"	"020A"	6			375	232	607		398	559					
"LA"	2002	"East Baton Rouge"	"3"	"020B"	6			397	226	625		398	562					
"LA"	2002	"East Baton Rouge"	"3"	"021A"	6			169	303	472		390	450					
"LA"	2002	"East Baton Rouge"	"3"	"021B"	6			120	261	383		320	369					
"LA"	2002	"East Baton Rouge"	"3"	"022A"	6			118	441	560		504	550					
"LA"	2002	"East Baton Rouge"	"3"	"022B"	6			124	464	588		523	571					
"LA"	2002	"East Baton Rouge"	"3"	"023A"	6			336	206	545		378	493					
"LA"	2002	"East Baton Rouge"	"3"	"023B"	6			325	187	512		338	449					
"LA"	2002	"East Baton Rouge"	"3"	"023C"	6			280	131	414		297	374					
"LA"	2002	"East Baton Rouge"	"3"	"024A"	6			322	82	405		278	386					
"LA"	2002	"East Baton Rouge"	"3"	"024B"	6			312	74	386		260	351					
"LA"	2002	"East Baton Rouge"	"3"	"026A"	6			79	356	438		402	431					
"LA"	2002	"East Baton Rouge"	"3"	"026B"	6			87	339	426		389	419					
"LA"	2002	"East Baton Rouge"	"3"	"027A"	6			198	263	463		374	446					
"LA"	2002	"East Baton Rouge"	"3"	"027B"	6			133	286	425		362	414					
"LA"	2002	"East Baton Rouge"	"3"	"028A"	6			113	288	401		362	395					
"LA"	2002	"East Baton Rouge"	"3"	"028B"	6			84	304	388		346	379					
"LA"	2002	"East Baton Rouge"	"3"	"029A"	6			122	252	374		330	365					
"LA"	2002	"East Baton Rouge"	"3"	"029B"	6			119	280	401		351	391					
"LA"	2002	"East Baton Rouge"	"3"	"030A"	6			135	428	565		508	554					
"LA"	2002	"East Baton Rouge"	"3"	"030B"	6			141	466	607		563	600					
"LA"	2002	"East Baton Rouge"	"3"	"031A"	6			100	306	406		363	400					
"LA"	2002	"East Baton Rouge"	"3"	"031B"	6			125	278	405		346	397					
"LA"	2002	"East Baton Rouge"	"3"	"032A"	6			161	356	517		459	512					
"LA"	2002	"East Baton Rouge"	"3"	"032B"	6			159	436	595		532	578					
"LA"	2002	"East Baton Rouge"	"3"	"033A"	6			126	329	456		396	443					
"LA"	2002	"East Baton Rouge"	"3"	"033B"	6			140	357	498		431	487					
"LA"	2002	"East Baton Rouge"	"3"	"034A"	6			163	508	672		593	654					
"LA"	2002	"East Baton Rouge"	"3"	"034B"	6			153	546	701		623	689					
"LA"	2002	"East Baton Rouge"	"3"	"035A"	6			111	248	361		311	350					
"LA"	2002	"East Baton Rouge"	"3"	"035B"	6			128	264	392		336	382					
"LA"	2002	"East Baton Rouge"	"3"	"036A"	6			195	475	670		589	657					
"LA"	2002	"East Baton Rouge"	"3"	"036B"	6			186	426	613		537	596					
"LA"	2002	"East Baton Rouge"	"3"	"038A"	6			124	528	659		593	647					
"LA"	2002	"East Baton Rouge"	"3"	"038B"	6			144	523	668		600	655					
"LA"	2002	"East Baton Rouge"	"3"	"040A"	6			138	355	498		441	482					
"LA"	2002	"East Baton Rouge"	"3"	"040B"	6			117	352	470		402	453					
"LA"	2002	"East Baton Rouge"	"3"	"041A"	6			126	449	575		520	567					
"LA"	2002	"East Baton Rouge"	"3"	"041B"	6			145	421	567		510	550					
"LA"	2002	"East Baton Rouge"	"3"	"048A"	6			86	310	397		354	385					
"LA"	2002	"East Baton Rouge"	"3"	"048B"	6			71	287	359		312	344					
"LA"	2002	"East Baton Rouge"	"3"	"049A"	6			245	434	682		570	655					
"LA"	2002	"East Baton Rouge"	"3"	"049B"	6			248	417	667		535	638					
"LA"	2002	"East Baton Rouge"	"3"	"050A"	6			218	402	622		501	594					
"LA"	2002	"East Baton Rouge"	"3"	"050B"	6			204	363	567		481	556					
"LA"	2002	"East Baton Rouge"	"3"	"052A"	6			97	195	292		247	284					
"LA"	2002	"East Baton Rouge"	"3"	"052B"	6			103	155	259		211	248					
"LA"	2002	"East Baton Rouge"	"3"	"25"	6			158	451	610		527	594					
"LA"	2002	"East Baton Rouge"	"3"	"42"	6			119	175	297		242	291					
"LA"	2002	"East Baton Rouge"	"3"	"46"	6			82	546	628		580	614					
"LA"	2002	"East Baton Rouge"	"3"	"51"	6			119	267	386		330	373					
"LA"	2002	"East Baton Rouge"	"Early Voting"	"0"	6			847	1380	2235		1754	2028					
"LA"	2002	"East Carroll"	"0"	"1"	5			139	144	288	86	186	272					
"LA"	2002	"East Carroll"	"0"	"10"	5			49	12	69	52	15	67					
"LA"	2002	"East Carroll"	"0"	"11"	5			63	17	84	63	15	78					
"LA"	2002	"East Carroll"	"0"	"12"	5			76	17	97	65	21	86					
"LA"	2002	"East Carroll"	"0"	"13"	5			197	40	249	170	54	230					
"LA"	2002	"East Carroll"	"0"	"14"	5			68	19	95	58	26	85					
"LA"	2002	"East Carroll"	"0"	"15"	5			33	54	91	20	68	88					
"LA"	2002	"East Carroll"	"0"	"16"	5			99	127	234	80	145	225					
"LA"	2002	"East Carroll"	"0"	"17"	5			13	23	41	11	26	40					
"LA"	2002	"East Carroll"	"0"	"18"	5			26	38	67	18	42	60					
"LA"	2002	"East Carroll"	"0"	"19"	5			48	115	168	38	121	161					
