state	year	county	cd	precinct	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv
"VA"	2010	"Roanoke County"	6	"302 - POAGES MILL"		1207	1492
"VA"	2010	"Roanoke County"	6	"303 - WINDSOR HILLS"		663	874
"VA"	2010	"Roanoke County"	6	"304 - OAK GROVE"		1121	1457
"VA"	2010	"Roanoke County"	6	"305 - CASTLE ROCK"		1240	1657
"VA"	2010	"Roanoke County"	6	"306 - GARST MILL"		500	692
"VA"	2010	"Roanoke County"	6	"402 - BONSACK"		238	281
"VA"	2010	"Roanoke County"	6	"403 - NORTH VINTON"		760	943
"VA"	2010	"Roanoke County"	6	"404 - SOUTH VINTON"		762	957
"VA"	2010	"Roanoke County"	6	"405 - LINDENWOOD"		1326	1646
"VA"	2010	"Roanoke County"	6	"406 - MOUNT PLEASANT"		969	1190
"VA"	2010	"Roanoke County"	6	"501 - COTTON HILL"		593	746
"VA"	2010	"Roanoke County"	6	"502 - PENN FOREST"		626	808
"VA"	2010	"Roanoke County"	6	"503 - CAVE SPRING"		720	902
"VA"	2010	"Roanoke County"	6	"504 - OGDEN"		479	677
"VA"	2010	"Roanoke County"	6	"505 - CLEARBROOK"		484	624
"VA"	2010	"Roanoke County"	6	"506 - MOUNT VERNON"		524	656
"VA"	2010	"Roanoke County"	6	"507 - HUNTING HILLS"		979	1201
"VA"	2010	"Roanoke County"	9	"101 - CATAWBA"	111	269	388
"VA"	2010	"Roanoke County"	9	"102 - MASON VALLEY"	108	277	394
"VA"	2010	"Roanoke County"	9	"103 - GLENVAR"	266	597	875
"VA"	2010	"Roanoke County"	9	"104 - NORTHSIDE"	339	401	753
"VA"	2010	"Roanoke County"	9	"105 - PETERS CREEK"	501	876	1399
"VA"	2010	"Roanoke County"	9	"107 - BENNETT SPRINGS"	136	339	493
"VA"	2010	"Roanoke County"	9	"204 - BOTETOURT SPRINGS"	463	706	1197
"VA"	2010	"Roanoke County"	9	"301 - BENT MOUNTAIN"	157	216	388
"VA"	2010	"Rockbridge County"	6	"101 - AIRPORT"		332	468
"VA"	2010	"Rockbridge County"	6	"102 - BEN SALEM"		261	336
"VA"	2010	"Rockbridge County"	6	"103 - PLANK ROAD"		154	206
"VA"	2010	"Rockbridge County"	6	"104 - EFFINGER"		151	187
"VA"	2010	"Rockbridge County"	6	"201 - COLLIERSTOWN"		225	321
"VA"	2010	"Rockbridge County"	6	"202 - HIGHLAND BELLE"		430	607
"VA"	2010	"Rockbridge County"	6	"203 - VO-TECH"		128	187
"VA"	2010	"Rockbridge County"	6	"301 - MAURY RIVER"		235	292
"VA"	2010	"Rockbridge County"	6	"302 - NATURAL BRIDGE"		228	291
"VA"	2010	"Rockbridge County"	6	"303 - FALLING SPRING"		122	158
"VA"	2010	"Rockbridge County"	6	"401 - FAIRFIELD"		250	329
"VA"	2010	"Rockbridge County"	6	"402 - MOUNTAIN VIEW"		321	417
"VA"	2010	"Rockbridge County"	6	"403 - VESUVIUS"		124	146
"VA"	2010	"Rockbridge County"	6	"501 - GOSHEN"		200	229
"VA"	2010	"Rockbridge County"	6	"502 - MEADOWVIEW"		200	283
"VA"	2010	"Rockbridge County"	6	"503 - ROCKBRIDGE BATHS"		148	215
"VA"	2010	"Rockbridge County"	6	"504 - ROCKBRIDGE"		300	407
"VA"	2010	"Rockingham County"	6	"101 - BROADWAY"		624	753
"VA"	2010	"Rockingham County"	6	"102 - TIMBERVILLE"		279	346
"VA"	2010	"Rockingham County"	6	"103 - FULKS RUN"		367	410
"VA"	2010	"Rockingham County"	6	"104 - BERGTON"		165	183
"VA"	2010	"Rockingham County"	6	"105 - LACEY SPRING"		314	355
"VA"	2010	"Rockingham County"	6	"106 - TENTH LEGION"		285	338
"VA"	2010	"Rockingham County"	6	"107 - PLAINS"		560	673
"VA"	2010	"Rockingham County"	6	"201 - SINGERS GLEN"		404	498
"VA"	2010	"Rockingham County"	6	"202 - EDOM"		359	454
"VA"	2010	"Rockingham County"	6	"203 - MELROSE"		530	632
"VA"	2010	"Rockingham County"	6	"204 - MT CLINTON"		373	453
"VA"	2010	"Rockingham County"	6	"207 - OTTOBINE"		535	646
"VA"	2010	"Rockingham County"	6	"301 - KEEZLETOWN"		371	450
"VA"	2010	"Rockingham County"	6	"302 - PORT REPUBLIC"		474	564
"VA"	2010	"Rockingham County"	6	"303 - NORTH RIVER"		419	494
"VA"	2010	"Rockingham County"	6	"304 - GROTTOES"		608	724
"VA"	2010	"Rockingham County"	6	"305 - MASSANETTA SPRINGS"		1375	1842
"VA"	2010	"Rockingham County"	6	"306 - CROSS KEYS"		322	394
"VA"	2010	"Rockingham County"	6	"401 - BRIDGEWATER"		1093	1423
"VA"	2010	"Rockingham County"	6	"402 - MONTEZUMA"		609	721
"VA"	2010	"Rockingham County"	6	"403 - MT CRAWFORD"		85	105
"VA"	2010	"Rockingham County"	6	"404 - DAYTON"		440	546
"VA"	2010	"Rockingham County"	6	"405 - SILVER LAKE"		830	1029
"VA"	2010	"Rockingham County"	6	"501 - ELKTON"		663	794
"VA"	2010	"Rockingham County"	6	"502 - SWIFT RUN"		608	698
"VA"	2010	"Rockingham County"	6	"503 - MCGAHEYSVILLE"		517	633
"VA"	2010	"Rockingham County"	6	"504 - SOUTH FORK"		306	357
"VA"	2010	"Rockingham County"	6	"505 - STONY RUN"		588	791
"VA"	2010	"Russell County"	9	"101 - MOCCASIN"	285	387	685
"VA"	2010	"Russell County"	9	"102 - COPPER CREEK"	281	242	536
"VA"	2010	"Russell County"	9	"103 - SOUTH CASTLEWOOD"	315	283	610
"VA"	2010	"Russell County"	9	"201 - NORTH CASTLEWOOD"	414	335	759
"VA"	2010	"Russell County"	9	"202 - DANTE"	122	75	202
"VA"	2010	"Russell County"	9	"203 - CLEVELAND"	220	170	400
"VA"	2010	"Russell County"	9	"301 - COOKS MILL"	122	76	201
"VA"	2010	"Russell County"	9	"302 - DAUGHERTY"	31	38	72
"VA"	2010	"Russell County"	9	"303 - HONAKER"	635	417	1061
"VA"	2010	"Russell County"	9	"401 - DRILL"	70	32	108
"VA"	2010	"Russell County"	9	"402 - SWORDS CREEK"	381	345	737
"VA"	2010	"Russell County"	9	"403 - ELK GARDEN"	394	390	801
"VA"	2010	"Russell County"	9	"501 - EAST LEBANON"	446	472	938
"VA"	2010	"Russell County"	9	"502 - WEST LEBANON"	615	484	1125
"VA"	2010	"Salem City"	6	"001 - NORTH SALEM NO 2"		616	817
"VA"	2010	"Salem City"	6	"002 - CONEHURST"		283	365
"VA"	2010	"Salem City"	6	"003 - BEVERLY HEIGHTS"		390	472
"VA"	2010	"Salem City"	6	"004 - WEST SALEM"		560	673
"VA"	2010	"Salem City"	6	"005 - NORTH SALEM NO 1"		496	755
"VA"	2010	"Salem City"	6	"006 - SOUTH SALEM NO 1"		265	416
"VA"	2010	"Salem City"	6	"007 - SOUTH SALEM NO 2"		442	614
"VA"	2010	"Salem City"	6	"008 - EAST SALEM"		185	258
"VA"	2010	"Salem City"	6	"009 - SOUTH SIDE HILLS"		707	880
"VA"	2010	"Salem City"	6	"010 - HIDDEN VALLEY"		783	1002
"VA"	2010	"Scott County"	9	"101 - WEBER CITY"	240	267	511
"VA"	2010	"Scott County"	9	"102 - YUMA"	323	299	627
"VA"	2010	"Scott County"	9	"202 - WEBER CITY EAST"	218	259	480
"VA"	2010	"Scott County"	9	"203 - HILTONS"	241	334	586
"VA"	2010	"Scott County"	9	"204 - CLARK'S"	50	110	160
"VA"	2010	"Scott County"	9	"301 - NICKELSVILLE"	215	269	491
"VA"	2010	"Scott County"	9	"302 - SNOWFLAKE"	146	182	336
"VA"	2010	"Scott County"	9	"303 - TWIN SPRINGS"	160	154	320
"VA"	2010	"Scott County"	9	"304 - COPPER CREEK"	53	46	102
"VA"	2010	"Scott County"	9	"401 - GATE CITY"	501	631	1151
"VA"	2010	"Scott County"	9	"501 - DUNGANNON"	141	104	251
"VA"	2010	"Scott County"	9	"502 - FORT BLACKMORE"	152	124	280
"VA"	2010	"Scott County"	9	"503 - MANVILLE"	95	84	181
"VA"	2010	"Scott County"	9	"504 - RYE COVE"	158	174	341
"VA"	2010	"Scott County"	9	"601 - CLINCHPORT"	140	118	262
"VA"	2010	"Scott County"	9	"602 - DUFFIELD-PATTONSVILLE"	306	286	604
"VA"	2010	"Scott County"	9	"603 - FAIRVIEW"	84	52	138
"VA"	2010	"Shenandoah County"	6	"101 - ORKNEY SPRINGS"		267	357
"VA"	2010	"Shenandoah County"	6	"102 - FORESTVILLE"		262	329
"VA"	2010	"Shenandoah County"	6	"103 - NEW MARKET"		727	900
"VA"	2010	"Shenandoah County"	6	"201 - CONICVILLE"		570	681
"VA"	2010	"Shenandoah County"	6	"202 - MT JACKSON"		478	572
"VA"	2010	"Shenandoah County"	6	"301 - COLUMBIA FURNACE"		214	254
"VA"	2010	"Shenandoah County"	6	"302 - EDINBURG"		601	741
"VA"	2010	"Shenandoah County"	6	"303 - ST LUKE"		408	518
"VA"	2010	"Shenandoah County"	6	"401 - WOODSTOCK"		848	1161
"VA"	2010	"Shenandoah County"	6	"402 - FORT VALLEY"		302	408
"VA"	2010	"Shenandoah County"	6	"501 - CEDAR CREEK"		48	63
"VA"	2010	"Shenandoah County"	6	"502 - MT OLIVE"		412	512
"VA"	2010	"Shenandoah County"	6	"503 - TOMS BROOK"		412	516
"VA"	2010	"Shenandoah County"	6	"504 - LEBANON CHURCH"		376	478
"VA"	2010	"Shenandoah County"	6	"601 - STRASBURG"		757	1083
"VA"	2010	"Shenandoah County"	6	"602 - SIGNAL KNOB"		302	390
"VA"	2010	"Smyth County"	9	"101 - SALTVILLE"	562	457	1049
"VA"	2010	"Smyth County"	9	"201 - SEVEN MILE FORD"	275	367	665
"VA"	2010	"Smyth County"	9	"202 - RICH VALLEY"	225	181	415
"VA"	2010	"Smyth County"	9	"301 - CHILHOWIE"	421	684	1142
"VA"	2010	"Smyth County"	9	"302 - ST CLAIR"	134	137	284
"VA"	2010	"Smyth County"	9	"401 - EAST PARK"	366	309	703
"VA"	2010	"Smyth County"	9	"402 - WEST PARK"	179	179	366
"VA"	2010	"Smyth County"	9	"501 - ATKINS"	349	378	764
"VA"	2010	"Smyth County"	9	"502 - WASSONA"	391	349	766
"VA"	2010	"Smyth County"	9	"601 - ROYAL OAK EAST"	339	386	751
"VA"	2010	"Smyth County"	9	"602 - ROYAL OAK WEST"	188	238	448
"VA"	2010	"Smyth County"	9	"701 - ADWOLFE"	304	476	806
"VA"	2010	"Smyth County"	9	"702 - SUGAR GROVE"	222	227	472
"VA"	2010	"Smyth County"	9	"703 - KONNAROCK"	27	53	80
"VA"	2010	"Southampton County"	4	"101 - BERLIN"	57	294	351
"VA"	2010	"Southampton County"	4	"102 - IVOR"	175	311	488
"VA"	2010	"Southampton County"	4	"201 - BOYKINS"	189	210	399
"VA"	2010	"Southampton County"	4	"202 - BRANCHVILLE"	55	84	139
"VA"	2010	"Southampton County"	4	"203 - MEHERRIN"	55	37	92
"VA"	2010	"Southampton County"	4	"301 - CAPRON"	233	257	490
"VA"	2010	"Southampton County"	4	"302 - SEBRELL"	89	153	242
"VA"	2010	"Southampton County"	4	"401 - DREWRYVILLE"	99	133	232
"VA"	2010	"Southampton County"	4	"501 - HUNTERDALE"	142	461	604
"VA"	2010	"Southampton County"	4	"502 - FORKS-OF-THE-RIVER"	91	146	237
"VA"	2010	"Southampton County"	4	"601 - COURTLAND"	171	347	520
"VA"	2010	"Southampton County"	4	"602 - SEDLEY"	33	215	248
"VA"	2010	"Southampton County"	4	"701 - BLACKWATER RIVER"	128	100	228
"VA"	2010	"Southampton County"	4	"702 - NEWSOMS"	110	244	354
"VA"	2010	"Spoysylvania County"	1	"103 - TRAVELERS REST"	317	534	860
"VA"	2010	"Spoysylvania County"	1	"104 - MASSAPONAX"	351	629	993
"VA"	2010	"Spoysylvania County"	1	"201 - ELYS FORD"	197	617	827
"VA"	2010	"Spoysylvania County"	1	"202 - WILDERNESS"	79	165	248
"VA"	2010	"Spoysylvania County"	1	"203 - NI RIVER"	348	941	1310
"VA"	2010	"Spoysylvania County"	1	"204 - CHANCELLOR"	378	627	1025
"VA"	2010	"Spoysylvania County"	1	"301 - PLANK ROAD"	379	901	1298
"VA"	2010	"Spoysylvania County"	1	"302 - HAZEL RUN"	384	709	1110
"VA"	2010	"Spoysylvania County"	1	"303 - GRANGE HALL"	261	805	1080
"VA"	2010	"Spoysylvania County"	1	"401 - SUMMIT"	767	1248	2032
"VA"	2010	"Spoysylvania County"	1	"402 - FRAZERS GATE"	418	768	1194
"VA"	2010	"Spoysylvania County"	1	"403 - LEE HILL"	487	918	1425
"VA"	2010	"Spoysylvania County"	1	"505 - BROCK"	277	800	1087
"VA"	2010	"Spoysylvania County"	1	"601 - SALEM"	289	442	741
"VA"	2010	"Spoysylvania County"	1	"602 - SMITH STATION"	860	1359	2239
"VA"	2010	"Spoysylvania County"	1	"603 - PIEDMONT"	286	547	852
"VA"	2010	"Spoysylvania County"	1	"701 - BATTLEFIELD"	341	597	952
"VA"	2010	"Spoysylvania County"	1	"702 - BRENTS MILL"	317	762	1100
"VA"	2010	"Spoysylvania County"	1	"703 - FAIRVIEW"	754	1039	1809
"VA"	2010	"Spoysylvania County"	7	"101 - PARTLOW"	196	523	755
"VA"	2010	"Spoysylvania County"	7	"102 - BLAYDES CORNER"	202	499	722
"VA"	2010	"Spoysylvania County"	7	"202 - WILDERNESS"	124	268	403
"VA"	2010	"Spoysylvania County"	7	"501 - BELMONT"	188	499	715
"VA"	2010	"Spoysylvania County"	7	"502 - BROKENBURG"	176	632	826
"VA"	2010	"Spoysylvania County"	7	"503 - TODDS TAVERN"	105	306	423
"VA"	2010	"Spoysylvania County"	7	"504 - COURTHOUSE"	248	488	755
"VA"	2010	"Spoysylvania County"	7	"505 - BROCK"	6	22	29
"VA"	2010	"Stafford County"	1	"101 - HARTWOOD"	418	1247	1684
"VA"	2010	"Stafford County"	1	"102 - ROCKY RUN"	500	1049	1576
"VA"	2010	"Stafford County"	1	"103 - SIMPSON"	201	589	801
"VA"	2010	"Stafford County"	1	"104 - RAMOTH"	394	689	1101
"VA"	2010	"Stafford County"	1	"201 - ROCK HILL"	373	649	1038
"VA"	2010	"Stafford County"	1	"202 - ROSEVILLE"	540	879	1437
"VA"	2010	"Stafford County"	1	"203 - RUBY"	192	646	852
"VA"	2010	"Stafford County"	1	"204 - STEFANIGA"	420	1009	1448
"VA"	2010	"Stafford County"	1	"301 - GRIFFIS"	347	384	738
"VA"	2010	"Stafford County"	1	"302 - WIDEWATER"	483	507	1005
"VA"	2010	"Stafford County"	1	"303 - HARBOUR"	309	859	1192
"VA"	2010	"Stafford County"	1	"401 - AQUIA"	442	729	1180
"VA"	2010	"Stafford County"	1	"402 - COURTHOUSE"	602	599	1216
"VA"	2010	"Stafford County"	1	"403 - BROOKE"	476	971	1466
"VA"	2010	"Stafford County"	1	"501 - GRAFTON"	369	921	1302
"VA"	2010	"Stafford County"	1	"502 - FALMOUTH"	510	977	1504
"VA"	2010	"Stafford County"	1	"503 - DREW"	173	352	533
"VA"	2010	"Stafford County"	1	"504 - GAYLE"	657	761	1432
"VA"	2010	"Stafford County"	1	"601 - FERRY FARM"	340	855	1215
"VA"	2010	"Stafford County"	1	"602 - CHATHAM"	374	772	1164
"VA"	2010	"Stafford County"	1	"603 - WHITE OAK"	377	1079	1465
"VA"	2010	"Stafford County"	1	"701 - WOODLANDS"	399	625	1037
"VA"	2010	"Stafford County"	1	"702 - WHITSON"	406	556	979
"VA"	2010	"Stafford County"	1	"703 - HAMPTON"	423	605	1039
"VA"	2010	"Staunton City"	6	"101 - WARD NO 1"		576	898
"VA"	2010	"Staunton City"	6	"201 - WARD TWO"		860	1280
"VA"	2010	"Staunton City"	6	"301 - WARD NO 3"		668	1016
"VA"	2010	"Staunton City"	6	"401 - WARD NO 4"		600	888
"VA"	2010	"Staunton City"	6	"501 - WARD NO 5"		446	730
"VA"	2010	"Suffolk City"	4	"102 - DRIVER"	715	1674	2393
"VA"	2010	"Suffolk City"	4	"103 - HARBOUR VIEW"	642	510	1154
"VA"	2010	"Suffolk City"	4	"104 - BENNETTS CREEK"	374	793	1169
"VA"	2010	"Suffolk City"	4	"201 - EBENEZER"	189	866	1056
"VA"	2010	"Suffolk City"	4	"202 - CHUCKATUCK"	248	719	967
"VA"	2010	"Suffolk City"	4	"203 - KINGS FORK"	888	1175	2067
"VA"	2010	"Suffolk City"	4	"301 - WHITE MARSH"	725	359	1087
"VA"	2010	"Suffolk City"	4	"302 - JOHN F KENNEDY"	577	484	1061
"VA"	2010	"Suffolk City"	4	"303 - CYPRESS CHAPEL"	79	184	263
"VA"	2010	"Suffolk City"	4	"401 - AIRPORT"	207	311	518
"VA"	2010	"Suffolk City"	4	"402 - WHALEYVILLE"	166	591	757
"VA"	2010	"Suffolk City"	4	"403 - SOUTHSIDE"	598	154	753
"VA"	2010	"Suffolk City"	4	"501 - KILBYS MILL"	307	1007	1315
"VA"	2010	"Suffolk City"	4	"502 - HOLLAND"	191	534	727
"VA"	2010	"Suffolk City"	4	"503 - HOLY NECK"	258	370	628
"VA"	2010	"Suffolk City"	4	"504 - LAKE COHOON"	103	524	627
"VA"	2010	"Suffolk City"	4	"601 - LAKESIDE"	336	693	1029
"VA"	2010	"Suffolk City"	4	"602 - OLDE TOWNE"	85	177	264
"VA"	2010	"Suffolk City"	4	"603 - ELEPHANTS FORK/WESTHAVEN"	174	591	765
"VA"	2010	"Suffolk City"	4	"701 - HOLLYWOOD"	273	59	332
"VA"	2010	"Suffolk City"	4	"703 - NANSEMOND RIVER"	759	660	1420
"VA"	2010	"Suffolk City"	4	"705 - YEATES"	1101	551	1656
"VA"	2010	"Surry County"	3	"101 - SURRY"	261	356	666
"VA"	2010	"Surry County"	3	"201 - BACONS CASTLE"	414	186	604
"VA"	2010	"Surry County"	3	"301 - DENDRON"	168	143	319
"VA"	2010	"Surry County"	3	"302 - WALLS BRIDGE"	194	104	307
"VA"	2010	"Surry County"	3	"401 - CARSLEY"	327	214	546
"VA"	2010	"Surry County"	3	"501 - CLAREMONT"	231	183	430
"VA"	2010	"Surry County"	3	"502 - SPRING GROVE"	180	27	217
"VA"	2010	"Sussex County"	4	"101 - WAVERLY"	313	140	453
"VA"	2010	"Sussex County"	4	"201 - STONY CREEK"	235	204	439
"VA"	2010	"Sussex County"	4	"202 - LITTLE MILL"	63	56	119
"VA"	2010	"Sussex County"	4	"301 - COURTHOUSE"	120	201	321
"VA"	2010	"Sussex County"	4	"302 - WAKEFIELD"	26	197	223
"VA"	2010	"Sussex County"	4	"401 - MARS HILL"	226	164	390
"VA"	2010	"Sussex County"	4	"402 - WEST WAKEFIELD"	18	25	43
"VA"	2010	"Sussex County"	4	"501 - HENRY"	225	173	399
"VA"	2010	"Sussex County"	4	"502 - YALE"	86	66	152
"VA"	2010	"Sussex County"	4	"601 - BLACKWATER"	76	214	290
"VA"	2010	"Sussex County"	4	"602 - NEWVILLE"	91	182	273
"VA"	2010	"Tazewell County"	9	"101 - ABBS VALLEY"	119	56	181
"VA"	2010	"Tazewell County"	9	"102 - TIP TOP"	104	164	278
"VA"	2010	"Tazewell County"	9	"103 - BOISSEVAIN"	76	57	141
"VA"	2010	"Tazewell County"	9	"104 - FALLS MILLS"	80	177	265
"VA"	2010	"Tazewell County"	9	"106 - POCAHONTAS"	79	56	137
"VA"	2010	"Tazewell County"	9	"107 - AMONATE"	36	21	61
"VA"	2010	"Tazewell County"	9	"109 - BISHOP"	65	64	133
"VA"	2010	"Tazewell County"	9	"110 - ADRIA"	108	160	276
"VA"	2010	"Tazewell County"	9	"111 - GAP STORE"	122	128	258
"VA"	2010	"Tazewell County"	9	"112 - BANDY"	67	76	147
"VA"	2010	"Tazewell County"	9	"203 - BURKES GARDEN"	42	52	96
"VA"	2010	"Tazewell County"	9	"204 - CLEAR FORK"	96	221	328
"VA"	2010	"Tazewell County"	9	"207 - FREESTONE"	84	72	157
"VA"	2010	"Tazewell County"	9	"209 - JEFFERSONVILLE"	687	889	1600
"VA"	2010	"Tazewell County"	9	"214 - THOMPSON VALLEY"	145	236	391
"VA"	2010	"Tazewell County"	9	"301 - CEDAR BLUFF"	485	848	1354
"VA"	2010	"Tazewell County"	9	"302 - BAPTIST VALLEY"	126	134	262
"VA"	2010	"Tazewell County"	9	"303 - WARDELL"	171	283	458
"VA"	2010	"Tazewell County"	9	"305 - POUNDING MILL"	144	260	414
"VA"	2010	"Tazewell County"	9	"401 - RICHLANDS"	593	781	1392
"VA"	2010	"Tazewell County"	9	"402 - JEWELL RIDGE"	94	58	157
"VA"	2010	"Tazewell County"	9	"404 - RAVEN"	213	246	470
"VA"	2010	"Tazewell County"	9	"501 - SPRINGVILLE"	166	475	663
"VA"	2010	"Tazewell County"	9	"502 - GRAHAM"	553	1180	1756
"VA"	2010	"Virginia Beach City"	2	"001 - NORTH BEACH"	550	1166	1794
"VA"	2010	"Virginia Beach City"	2	"002 - SOUTH BEACH"	433	489	988
"VA"	2010	"Virginia Beach City"	2	"003 - OCEAN LAKES"	609	878	1574
"VA"	2010	"Virginia Beach City"	2	"004 - LINKHORN"	463	935	1467
"VA"	2010	"Virginia Beach City"	2	"005 - SEATACK"	610	381	1033
"VA"	2010	"Virginia Beach City"	2	"006 - ALANTON"	543	1168	1791
"VA"	2010	"Virginia Beach City"	2	"007 - KINGSTON"	346	738	1153
"VA"	2010	"Virginia Beach City"	2	"008 - LONDON BRIDGE"	512	719	1300
"VA"	2010	"Virginia Beach City"	2	"009 - TRANTWOOD"	470	1042	1587
"VA"	2010	"Virginia Beach City"	2	"010 - GREAT NECK"	505	1296	1860
"VA"	2010	"Virginia Beach City"	2	"011 - CAPE HENRY"	713	1013	1776
"VA"	2010	"Virginia Beach City"	2	"012 - PLAZA"	637	551	1259
"VA"	2010	"Virginia Beach City"	2	"013 - MT TRASHMORE"	625	813	1579
"VA"	2010	"Virginia Beach City"	2	"014 - MALIBU"	541	738	1361
"VA"	2010	"Virginia Beach City"	2	"015 - OLD DONATION"	474	623	1183
"VA"	2010	"Virginia Beach City"	2	"016 - ARAGONA"	704	620	1436
"VA"	2010	"Virginia Beach City"	2	"017 - OCEAN PARK"	401	592	1047
"VA"	2010	"Virginia Beach City"	2	"018 - THOROUGHGOOD"	678	1029	1792
"VA"	2010	"Virginia Beach City"	2	"019 - LAKE SMITH"	282	480	787
"VA"	2010	"Virginia Beach City"	2	"020 - BAYSIDE"	213	304	553
"VA"	2010	"Virginia Beach City"	2	"021 - DAVIS CORNER"	693	290	1022
"VA"	2010	"Virginia Beach City"	2	"022 - POINT O VIEW"	424	685	1156
"VA"	2010	"Virginia Beach City"	2	"023 - ARROWHEAD"	515	823	1413
"VA"	2010	"Virginia Beach City"	2	"024 - LARKSPUR"	404	503	943
"VA"	2010	"Virginia Beach City"	2	"025 - AVALON"	514	986	1577
"VA"	2010	"Virginia Beach City"	2	"026 - FAIRFIELD"	478	836	1377
"VA"	2010	"Virginia Beach City"	2	"027 - EDWIN"	587	913	1572
"VA"	2010	"Virginia Beach City"	2	"028 - THALIA"	366	637	1054
"VA"	2010	"Virginia Beach City"	2	"029 - HOLLAND"	715	489	1288
"VA"	2010	"Virginia Beach City"	2	"030 - RED WING"	442	878	1383
"VA"	2010	"Virginia Beach City"	2	"031 - SIGMA"	503	1151	1736
"VA"	2010	"Virginia Beach City"	2	"032 - CREEDS"	211	454	726
"VA"	2010	"Virginia Beach City"	2	"033 - CAPPS SHOP"	209	561	831
"VA"	2010	"Virginia Beach City"	2	"034 - BLACKWATER"	121	278	416
"VA"	2010	"Virginia Beach City"	2	"035 - COURTHOUSE"	500	985	1556
"VA"	2010	"Virginia Beach City"	2	"036 - WINDSOR OAKS"	700	637	1450
"VA"	2010	"Virginia Beach City"	2	"037 - CHESAPEAKE BEACH"	331	437	814
"VA"	2010	"Virginia Beach City"	2	"038 - WITCHDUCK"	674	1245	2047
"VA"	2010	"Virginia Beach City"	2	"039 - PEMBROKE"	551	657	1280
"VA"	2010	"Virginia Beach City"	2	"040 - BONNEY"	268	407	721
"VA"	2010	"Virginia Beach City"	2	"041 - COLLEGE PARK"	689	295	1007
"VA"	2010	"Virginia Beach City"	2	"042 - BRANDON"	552	687	1278
"VA"	2010	"Virginia Beach City"	2	"043 - BELLAMY"	556	380	966
"VA"	2010	"Virginia Beach City"	2	"044 - CENTERVILLE"	544	793	1399
"VA"	2010	"Virginia Beach City"	2	"045 - TIMBERLAKE"	588	350	999
"VA"	2010	"Virginia Beach City"	2	"046 - GREEN RUN"	842	516	1442
"VA"	2010	"Virginia Beach City"	2	"047 - KINGS GRANT"	527	1263	1868
"VA"	2010	"Virginia Beach City"	2	"048 - WOLFSNARE"	481	956	1509
"VA"	2010	"Virginia Beach City"	2	"049 - LYNNHAVEN"	520	1016	1607
"VA"	2010	"Virginia Beach City"	2	"050 - OCEANA"	304	184	507
"VA"	2010	"Virginia Beach City"	2	"051 - STRATFORD CHASE"	450	709	1214
"VA"	2010	"Virginia Beach City"	2	"052 - HOMESTEAD"	664	905	1640
"VA"	2010	"Virginia Beach City"	2	"053 - SHANNON"	414	678	1143
"VA"	2010	"Virginia Beach City"	2	"054 - CROMWELL"	382	384	807
"VA"	2010	"Virginia Beach City"	2	"055 - MAGIC HOLLOW"	565	386	1005
"VA"	2010	"Virginia Beach City"	2	"056 - EDINBURGH"	232	406	689
"VA"	2010	"Virginia Beach City"	2	"057 - SHERRY PARK"	314	525	873
"VA"	2010	"Virginia Beach City"	2	"058 - GLENWOOD"	562	553	1157
"VA"	2010	"Virginia Beach City"	2	"059 - SHELTON PARK"	338	472	856
"VA"	2010	"Virginia Beach City"	2	"060 - FOXFIRE"	419	847	1326
"VA"	2010	"Virginia Beach City"	2	"061 - BAKER"	759	105	886
"VA"	2010	"Virginia Beach City"	2	"062 - LANDSTOWN"	553	808	1419
"VA"	2010	"Virginia Beach City"	2	"063 - CULVER"	524	846	1445
"VA"	2010	"Virginia Beach City"	2	"064 - ROSEMONT FOREST"	689	806	1551
"VA"	2010	"Virginia Beach City"	2	"065 - COLONIAL"	446	562	1040
"VA"	2010	"Virginia Beach City"	2	"066 - HUNT"	381	735	1163
"VA"	2010	"Virginia Beach City"	2	"067 - EASTERN SHORE"	511	537	1135
"VA"	2010	"Virginia Beach City"	2	"068 - MANOR"	489	786	1371
"VA"	2010	"Virginia Beach City"	2	"069 - SHELL"	741	512	1297
"VA"	2010	"Virginia Beach City"	2	"070 - CORPORATE LANDING"	423	546	1033
"VA"	2010	"Virginia Beach City"	2	"071 - ROUND HILL"	983	587	1624
"VA"	2010	"Virginia Beach City"	2	"072 - RUDEE"	449	750	1257
"VA"	2010	"Virginia Beach City"	2	"073 - DAHLIA"	820	601	1496
"VA"	2010	"Virginia Beach City"	2	"074 - BUCKNER"	556	333	943
"VA"	2010	"Virginia Beach City"	2	"075 - COLONY"	524	1030	1615
"VA"	2010	"Virginia Beach City"	2	"076 - VILLAGE"	439	289	772
"VA"	2010	"Virginia Beach City"	2	"077 - BROOKWOOD"	457	467	987
"VA"	2010	"Virginia Beach City"	2	"078 - INDIAN LAKES"	494	578	1112
"VA"	2010	"Virginia Beach City"	2	"079 - PLEASANT HALL"	528	287	845
"VA"	2010	"Virginia Beach City"	2	"080 - REON"	518	218	760
"VA"	2010	"Virginia Beach City"	2	"081 - ROCK LAKE"	643	456	1166
"VA"	2010	"Virginia Beach City"	2	"082 - SHELBURNE"	378	590	1024
"VA"	2010	"Virginia Beach City"	2	"083 - STRAWBRIDGE"	420	841	1326
"VA"	2010	"Virginia Beach City"	2	"084 - TALLWOOD"	534	598	1172
"VA"	2010	"Virginia Beach City"	2	"085 - UPTON"	529	960	1577
